#format table ## [Custom WaveView] saved 04:35:29 Wed Sep 24 2025
TIME ,current_in 
 8.375414824E-05 , 4.582740739E-02 
 8.376728972E-05 , 4.621335119E-02 
 8.377673457E-05 , 4.672642797E-02 
 8.378788390E-05 , 4.703129828E-02 
 8.380212221E-05 , 4.769293591E-02 
 8.381732226E-05 , 4.814440385E-02 
 8.383583635E-05 , 4.892872646E-02 
 8.384132725E-05 , 4.907102138E-02 
 8.384944362E-05 , 4.935681820E-02 
 8.386647453E-05 , 4.995599017E-02 
 8.388758731E-05 , 5.068831146E-02 
 8.394892956E-05 , 5.275274068E-02 
 8.414522476E-05 , 5.903605372E-02 
 8.437091685E-05 , 6.593771279E-02 
 8.470632808E-05 , 7.599643618E-02 
 8.509369538E-05 , 8.756267279E-02 
 8.567568321E-05 , 1.051009223E-01 
 8.619886501E-05 , 1.210991070E-01 
 8.765486168E-05 , 1.673567593E-01 
 8.897461512E-05 , 2.136398405E-01 
 8.999102554E-05 , 2.648677528E-01 
 9.025468212E-05 , 2.895548046E-01 
 9.042647699E-05 , 3.091550469E-01 
 9.046083597E-05 , 3.142762780E-01 
 9.057078469E-05 , 3.347057700E-01 
 9.061762593E-05 , 3.483661115E-01 
 9.065269698E-05 , 3.598570228E-01 
 9.068075381E-05 , 3.727997839E-01 
 9.069372172E-05 , 3.791369796E-01 
 9.073521902E-05 , 4.063265622E-01 
 9.074213924E-05 , 4.122432172E-01 
 9.074646557E-05 , 4.160575569E-01 
 9.074992663E-05 , 4.196756780E-01 
 9.075176573E-05 , 4.217687845E-01 
 9.075765086E-05 , 4.270704687E-01 
 9.076121543E-05 , 3.912748396E-01 
 9.076403609E-05 , 3.439598978E-01 
 9.076875756E-05 , 2.735220194E-01 
 9.077188948E-05 , 2.265582979E-01 
 9.077668173E-05 , 1.615506858E-01 
 9.078261643E-05 , 8.906315267E-02 
 9.078999647E-05 , 5.019500107E-02 
 9.079944258E-05 , 5.014773458E-02 
 9.081204875E-05 , 5.021942779E-02 
 9.082406165E-05 , 5.013144016E-02 
 9.083006809E-05 , 5.012281984E-02 
 9.083593488E-05 , 5.011260137E-02 
 9.085470860E-05 , 5.009653419E-02 
 9.086872931E-05 , 4.517379776E-02 
 9.087758904E-05 , 4.479249194E-02 
 9.088475738E-05 , 4.528639466E-02 
 9.088742631E-05 , 4.529370740E-02 
 9.088997074E-05 , 4.538442567E-02 
 9.089142423E-05 , 4.544727504E-02 
 9.089607539E-05 , 4.563360289E-02 
 9.090508612E-05 , 4.598655179E-02 
 9.092408944E-05 , 4.671432450E-02 
 9.096112515E-05 , 4.807206988E-02 
 9.100769644E-05 , 4.970406368E-02 
 9.108085394E-05 , 5.215368047E-02 
 9.111736669E-05 , 5.332965031E-02 
 9.123420749E-05 , 5.702698603E-02 
 9.145927889E-05 , 6.390251219E-02 
 9.203604327E-05 , 8.107746392E-02 
 9.239524686E-05 , 9.172601253E-02 
 9.305507480E-05 , 1.115704700E-01 
 9.377180317E-05 , 1.336427182E-01 
 9.519112362E-05 , 1.793605685E-01 
 9.622491242E-05 , 2.161885798E-01 
 9.727573712E-05 , 2.745707035E-01 
 9.750662678E-05 , 3.013885915E-01 
 9.766077683E-05 , 3.244833648E-01 
 9.768761419E-05 , 3.299458325E-01 
 9.776332482E-05 , 3.487755954E-01 
 9.779428978E-05 , 3.600867689E-01 
 9.781480291E-05 , 3.681917787E-01 
 9.788044495E-05 , 4.092752934E-01 
 9.788893214E-05 , 4.178268015E-01 
 9.789402843E-05 , 4.243935943E-01 
 9.790394077E-05 , 3.612518311E-01 
 9.791059052E-05 , 2.608707845E-01 
 9.791653512E-05 , 1.760801524E-01 
 9.792288126E-05 , 9.745538980E-02 
 9.793349051E-05 , 4.551418498E-02 
 9.794481636E-05 , 5.240206420E-02 
 9.795878491E-05 , 4.891686887E-02 
 9.797200361E-05 , 5.072418228E-02 
 9.797793053E-05 , 5.026184395E-02 
 9.798223658E-05 , 5.010154843E-02 
 9.799601592E-05 , 5.010064319E-02 
 9.801053678E-05 , 4.487071559E-02 
 9.801844749E-05 , 4.479142278E-02 
 9.802491367E-05 , 4.528254271E-02 
 9.802715829E-05 , 4.526055232E-02 
 9.802926120E-05 , 4.532973841E-02 
 9.803047518E-05 , 4.538412392E-02 
 9.803390883E-05 , 4.552314803E-02 
 9.804065532E-05 , 4.578870535E-02 
 9.805484743E-05 , 4.633974656E-02 
 9.809396106E-05 , 4.779331014E-02 
 9.813616718E-05 , 4.928353429E-02 
 9.820043736E-05 , 5.144915357E-02 
 9.830903413E-05 , 5.495352298E-02 
 9.851808738E-05 , 6.140858680E-02 
 9.879047845E-05 , 6.955517828E-02 
 9.916012825E-05 , 8.048614115E-02 
 9.927926119E-05 , 8.400718123E-02 
 9.963567189E-05 , 9.458664805E-02 
 1.003111187E-04 , 1.149597988E-01 
 1.017297977E-04 , 1.594603062E-01 
 1.032063054E-04 , 2.112886906E-01 
 1.039131491E-04 , 2.411272228E-01 
 1.041621690E-04 , 2.548689842E-01 
 1.044403031E-04 , 2.723352313E-01 
 1.046396610E-04 , 2.917296886E-01 
 1.047728721E-04 , 3.067822754E-01 
 1.048794409E-04 , 3.273446262E-01 
 1.049490880E-04 , 3.432805538E-01 
 1.049985409E-04 , 3.622090220E-01 
 1.050180200E-04 , 3.702433407E-01 
 1.050803532E-04 , 4.100525975E-01 
 1.050887900E-04 , 4.192416072E-01 
 1.050933709E-04 , 4.256487191E-01 
 1.050956613E-04 , 4.201744497E-01 
 1.050965172E-04 , 4.145514965E-01 
 1.050982290E-04 , 3.910549581E-01 
 1.051004805E-04 , 3.550657034E-01 
 1.051024010E-04 , 3.253767490E-01 
 1.051055529E-04 , 2.773091197E-01 
 1.051112324E-04 , 1.957276911E-01 
 1.051205986E-04 , 8.316609263E-02 
 1.051343530E-04 , 4.219072312E-02 
 1.051474602E-04 , 5.508314073E-02 
 1.051614526E-04 , 4.770994931E-02 
 1.051769242E-04 , 5.151198804E-02 
 1.051966599E-04 , 4.758186266E-02 
 1.052153793E-04 , 4.639406502E-02 
 1.052284496E-04 , 4.675896093E-02 
 1.052376439E-04 , 4.726985842E-02 
 1.052485563E-04 , 4.754572734E-02 
 1.052621333E-04 , 4.818899930E-02 
 1.052763958E-04 , 4.859064519E-02 
 1.052935520E-04 , 4.932804033E-02 
 1.052985685E-04 , 4.944691062E-02 
 1.053057380E-04 , 4.969653115E-02 
 1.053208200E-04 , 5.022731051E-02 
 1.053393459E-04 , 5.086084828E-02 
 1.053533870E-04 , 5.133583397E-02 
 1.053983185E-04 , 5.283007771E-02 
 1.055101486E-04 , 5.641479418E-02 
 1.057274511E-04 , 6.307452172E-02 
 1.060162670E-04 , 7.165684551E-02 
 1.063859825E-04 , 8.253739774E-02 
 1.068732346E-04 , 9.697022289E-02 
 1.073459697E-04 , 1.111446097E-01 
 1.085261552E-04 , 1.476463377E-01 
 1.097223907E-04 , 1.866634041E-01 
 1.107343081E-04 , 2.239809632E-01 
 1.110209194E-04 , 2.369248718E-01 
 1.113950153E-04 , 2.558477223E-01 
 1.115894470E-04 , 2.687991261E-01 
 1.118050376E-04 , 2.853455544E-01 
 1.119775100E-04 , 3.081418276E-01 
 1.120785441E-04 , 3.239325881E-01 
 1.121593715E-04 , 3.468537629E-01 
 1.121930499E-04 , 3.574851751E-01 
 1.122199926E-04 , 3.691139817E-01 
 1.122335014E-04 , 3.752893507E-01 
 1.122767296E-04 , 4.018217325E-01 
 1.122850630E-04 , 4.086336493E-01 
 1.122899480E-04 , 4.127259254E-01 
 1.122938560E-04 , 4.162855148E-01 
 1.122963308E-04 , 4.186322987E-01 
 1.123035699E-04 , 4.290554821E-01 
 1.123074897E-04 , 4.024567008E-01 
 1.123112517E-04 , 3.435566127E-01 
 1.123149533E-04 , 2.865697145E-01 
 1.123183221E-04 , 2.370160818E-01 
 1.123246893E-04 , 1.498602629E-01 
 1.123326532E-04 , 6.969171017E-02 
 1.123445031E-04 , 4.429889843E-02 
 1.123482164E-04 , 4.803227261E-02 
 1.123525649E-04 , 5.016240478E-02 
 1.123636942E-04 , 5.007701740E-02 
 1.123859527E-04 , 5.013851076E-02 
 1.124065978E-04 , 5.004369840E-02 
 1.124259582E-04 , 4.556169733E-02 
 1.124389891E-04 , 4.590433463E-02 
 1.124481906E-04 , 4.643135518E-02 
 1.124509525E-04 , 4.645829648E-02 
 1.124542616E-04 , 4.657647759E-02 
 1.124560785E-04 , 4.664998129E-02 
 1.124618925E-04 , 4.687291011E-02 
 1.124741229E-04 , 4.733225331E-02 
 1.124995966E-04 , 4.826307669E-02 
 1.125483763E-04 , 4.996716604E-02 
 1.126292135E-04 , 5.266035721E-02 
 1.127680179E-04 , 5.705939233E-02 
 1.129851396E-04 , 6.366082281E-02 
 1.132812877E-04 , 7.244174182E-02 
 1.136740710E-04 , 8.401014656E-02 
 1.138043315E-04 , 8.785375953E-02 
 1.141674153E-04 , 9.863083810E-02 
 1.148648940E-04 , 1.197116375E-01 
 1.160281068E-04 , 1.561263353E-01 
 1.174723530E-04 , 2.050019801E-01 
 1.184484821E-04 , 2.469666451E-01 
 1.187395727E-04 , 2.653882504E-01 
 1.189780509E-04 , 2.828488350E-01 
 1.191688335E-04 , 3.079697788E-01 
 1.192676501E-04 , 3.232758045E-01 
 1.193467035E-04 , 3.448235691E-01 
 1.193824653E-04 , 3.557114601E-01 
 1.194110748E-04 , 3.677545488E-01 
 1.194251678E-04 , 3.740481436E-01 
 1.194702654E-04 , 4.013901353E-01 
 1.194790587E-04 , 4.085725546E-01 
 1.194840486E-04 , 4.127521515E-01 
 1.194880405E-04 , 4.164007306E-01 
 1.194905173E-04 , 4.187634885E-01 
 1.194977571E-04 , 4.290942550E-01 
 1.195016706E-04 , 4.010707140E-01 
 1.195053488E-04 , 3.429506719E-01 
 1.195091312E-04 , 2.850731015E-01 
 1.195124804E-04 , 2.357088476E-01 
 1.195188695E-04 , 1.485269517E-01 
 1.195269167E-04 , 6.865614653E-02 
 1.195388375E-04 , 4.450614005E-02 
 1.195540525E-04 , 5.377601460E-02 
 1.195669872E-04 , 4.810953140E-02 
 1.195846327E-04 , 5.098491907E-02 
 1.196037386E-04 , 4.629250243E-02 
 1.196203491E-04 , 4.345316440E-02 
 1.196330480E-04 , 4.385340214E-02 
 1.196422495E-04 , 4.432899132E-02 
 1.196526213E-04 , 4.463016614E-02 
 1.196673511E-04 , 4.528748989E-02 
 1.196832293E-04 , 4.578661546E-02 
 1.197032607E-04 , 4.660165682E-02 
 1.197094817E-04 , 4.677805677E-02 
 1.197193858E-04 , 4.712599888E-02 
 1.197398648E-04 , 4.784372076E-02 
 1.197661820E-04 , 4.874219745E-02 
 1.198278296E-04 , 5.078975111E-02 
 1.199814026E-04 , 5.567546561E-02 
 1.202203580E-04 , 6.295029819E-02 
 1.205356452E-04 , 7.235004008E-02 
 1.208162929E-04 , 8.061956614E-02 
 1.215585245E-04 , 1.027097553E-01 
 1.221199090E-04 , 1.197751015E-01 
 1.229411661E-04 , 1.453732848E-01 
 1.246352316E-04 , 2.021279931E-01 
 1.255810819E-04 , 2.411893606E-01 
 1.258978799E-04 , 2.597488165E-01 
 1.261458747E-04 , 2.762900293E-01 
 1.263442706E-04 , 2.978732288E-01 
 1.264609860E-04 , 3.126478493E-01 
 1.265543583E-04 , 3.326808512E-01 
 1.266120415E-04 , 3.470928073E-01 
 1.266559079E-04 , 3.644205630E-01 
 1.266733819E-04 , 3.718396127E-01 
 1.267292984E-04 , 4.068504572E-01 
 1.267379052E-04 , 4.145557284E-01 
 1.267426804E-04 , 4.192738533E-01 
 1.267572682E-04 , 3.608209193E-01 
 1.267656234E-04 , 2.420226932E-01 
 1.267715176E-04 , 1.563761830E-01 
 1.267738497E-04 , 1.284887344E-01 
 1.267758489E-04 , 1.044935435E-01 
 1.267807134E-04 , 6.291373819E-02 
 1.267876219E-04 , 4.842588678E-02 
 1.267977672E-04 , 5.093249679E-02 
 1.268076984E-04 , 4.972111806E-02 
 1.268224102E-04 , 5.015332252E-02 
 1.268472594E-04 , 5.003814772E-02 
 1.268651186E-04 , 4.481351376E-02 
 1.268764428E-04 , 4.499667883E-02 
 1.268849779E-04 , 4.555952176E-02 
 1.268875047E-04 , 4.555065185E-02 
 1.268901419E-04 , 4.564264417E-02 
 1.268916202E-04 , 4.570582882E-02 
 1.268963043E-04 , 4.589303210E-02 
 1.269054516E-04 , 4.625161365E-02 
 1.269254267E-04 , 4.701331258E-02 
 1.269621969E-04 , 4.836200550E-02 
 1.270194216E-04 , 5.036976561E-02 
 1.271037694E-04 , 5.318545178E-02 
 1.271523562E-04 , 5.474467203E-02 
 1.272819211E-04 , 5.883796513E-02 
 1.275248140E-04 , 6.628204882E-02 
 1.282562086E-04 , 8.827668428E-02 
 1.286342292E-04 , 9.965582937E-02 
 1.293945877E-04 , 1.229658723E-01 
 1.301958643E-04 , 1.482233554E-01 
 1.317834010E-04 , 2.017202973E-01 
 1.327075064E-04 , 2.420329452E-01 
 1.329348199E-04 , 2.545038164E-01 
 1.332765676E-04 , 2.767738104E-01 
 1.334956674E-04 , 3.030538857E-01 
 1.336054429E-04 , 3.185471594E-01 
 1.336932633E-04 , 3.405857384E-01 
 1.337361082E-04 , 3.527801931E-01 
 1.337703842E-04 , 3.670091331E-01 
 1.337853750E-04 , 3.736344278E-01 
 1.338333459E-04 , 4.030665457E-01 
 1.338421555E-04 , 4.104279578E-01 
 1.338470188E-04 , 4.146073163E-01 
 1.338509095E-04 , 4.184237123E-01 
 1.338535131E-04 , 4.212394357E-01 
 1.338602415E-04 , 4.238165617E-01 
 1.338642366E-04 , 3.792274892E-01 
 1.338673366E-04 , 3.269146383E-01 
 1.338735367E-04 , 2.364377975E-01 
 1.338771323E-04 , 1.840565801E-01 
 1.338823334E-04 , 1.182152405E-01 
 1.338884896E-04 , 6.273522973E-02 
 1.338954781E-04 , 4.874023050E-02 
 1.339050987E-04 , 5.082466826E-02 
 1.339152370E-04 , 4.990827292E-02 
 1.339301255E-04 , 5.023778602E-02 
 1.339354448E-04 , 5.015577003E-02 
 1.339407401E-04 , 5.011017993E-02 
 1.339576849E-04 , 5.009699613E-02 
 1.339715355E-04 , 4.499896243E-02 
 1.339799247E-04 , 4.482269287E-02 
 1.339866267E-04 , 4.532425851E-02 
 1.339889047E-04 , 4.530334100E-02 
 1.339910573E-04 , 4.537487030E-02 
 1.339922950E-04 , 4.543026909E-02 
 1.339958051E-04 , 4.557247087E-02 
 1.340027016E-04 , 4.584418610E-02 
 1.340171369E-04 , 4.640431702E-02 
 1.340553961E-04 , 4.782728851E-02 
 1.340979666E-04 , 4.933286831E-02 
 1.341627916E-04 , 5.152066424E-02 
 1.342710971E-04 , 5.502151698E-02 
 1.344877079E-04 , 6.171919405E-02 
 1.347590736E-04 , 6.984845549E-02 
 1.351339019E-04 , 8.095079660E-02 
 1.352527438E-04 , 8.446973562E-02 
 1.356080468E-04 , 9.503456205E-02 
 1.362758352E-04 , 1.152065173E-01 
 1.377110532E-04 , 1.602938324E-01 
 1.392187349E-04 , 2.137476802E-01 
 1.399321091E-04 , 2.447087765E-01 
 1.401766760E-04 , 2.589198351E-01 
 1.404402282E-04 , 2.764549255E-01 
 1.405720043E-04 , 2.885623872E-01 
 1.407411479E-04 , 3.073129952E-01 
 1.408686900E-04 , 3.372208476E-01 
 1.409209972E-04 , 3.514651954E-01 
 1.409628430E-04 , 3.699238598E-01 
 1.409776909E-04 , 3.768887222E-01 
 1.410252045E-04 , 4.079491496E-01 
 1.410327363E-04 , 4.147160351E-01 
 1.410371318E-04 , 4.189929366E-01 
 1.410511975E-04 , 3.676278889E-01 
 1.410586868E-04 , 2.612612545E-01 
 1.410642122E-04 , 1.787321270E-01 
 1.410665578E-04 , 1.496204287E-01 
 1.410684381E-04 , 1.261227876E-01 
 1.410730777E-04 , 7.650204003E-02 
 1.410799689E-04 , 4.823563993E-02 
 1.410893895E-04 , 5.044503137E-02 
 1.411001962E-04 , 4.988715798E-02 
 1.411123258E-04 , 5.009189248E-02 
 1.411365851E-04 , 5.010282248E-02 
 1.411545220E-04 , 4.506024718E-02 
 1.411626719E-04 , 4.499712959E-02 
 1.411711027E-04 , 4.546919838E-02 
 1.411817737E-04 , 4.579316080E-02 
 1.411916288E-04 , 4.628802463E-02 
 1.412054035E-04 , 4.672630876E-02 
 1.412213567E-04 , 4.742418602E-02 
 1.412405106E-04 , 4.804768041E-02 
 1.412646352E-04 , 4.900397360E-02 
 1.412720250E-04 , 4.922365025E-02 
 1.412842094E-04 , 4.965071753E-02 
 1.413092836E-04 , 5.052192137E-02 
 1.413415620E-04 , 5.161632597E-02 
 1.413673848E-04 , 5.247392505E-02 
 1.414500175E-04 , 5.517033488E-02 
 1.416533136E-04 , 6.155696139E-02 
 1.420933778E-04 , 7.491365075E-02 
 1.424338210E-04 , 8.515293151E-02 
 1.428169054E-04 , 9.667875618E-02 
 1.436836285E-04 , 1.232588440E-01 
 1.444453822E-04 , 1.472994238E-01 
 1.460358702E-04 , 2.008786052E-01 
 1.469651873E-04 , 2.388154566E-01 
 1.472707730E-04 , 2.559074759E-01 
 1.475373266E-04 , 2.728375494E-01 
 1.477505694E-04 , 2.947931588E-01 
 1.478716418E-04 , 3.092048764E-01 
 1.479684997E-04 , 3.282457292E-01 
 1.480357674E-04 , 3.438691497E-01 
 1.480829243E-04 , 3.617469966E-01 
 1.481024056E-04 , 3.697033823E-01 
 1.481647459E-04 , 4.089907110E-01 
 1.481733781E-04 , 4.176624417E-01 
 1.481783287E-04 , 4.239891768E-01 
 1.481882214E-04 , 3.627148569E-01 
 1.481950055E-04 , 2.604531348E-01 
 1.482008021E-04 , 1.772634238E-01 
 1.482071765E-04 , 9.830418229E-02 
 1.482170466E-04 , 4.661615938E-02 
 1.482283830E-04 , 5.164791644E-02 
 1.482427238E-04 , 4.909607023E-02 
 1.482558025E-04 , 5.073680729E-02 
 1.482617516E-04 , 5.026455969E-02 
 1.482661422E-04 , 5.010109767E-02 
 1.482801921E-04 , 5.011187866E-02 
 1.482945559E-04 , 4.489482567E-02 
 1.483024652E-04 , 4.480083287E-02 
 1.483089206E-04 , 4.529440030E-02 
 1.483111632E-04 , 4.527264461E-02 
 1.483132581E-04 , 4.534212127E-02 
 1.483144692E-04 , 4.539679736E-02 
 1.483178855E-04 , 4.553623870E-02 
 1.483245981E-04 , 4.580259696E-02 
 1.483387189E-04 , 4.635475948E-02 
 1.483773527E-04 , 4.780230299E-02 
 1.484195805E-04 , 4.930637404E-02 
 1.484838223E-04 , 5.149025097E-02 
 1.485893476E-04 , 5.492755771E-02 
 1.488003654E-04 , 6.150377169E-02 
 1.490710484E-04 , 6.966944039E-02 
 1.494400810E-04 , 8.066837490E-02 
 1.495583580E-04 , 8.419181406E-02 
 1.499130650E-04 , 9.479907155E-02 
 1.505837771E-04 , 1.151612997E-01 
 1.518191417E-04 , 1.539864838E-01 
 1.532755009E-04 , 2.033081651E-01 
 1.542665017E-04 , 2.454956174E-01 
 1.545858053E-04 , 2.658378184E-01 
 1.548134965E-04 , 2.825172842E-01 
 1.549956495E-04 , 3.053459227E-01 
 1.551001392E-04 , 3.207529187E-01 
 1.551837310E-04 , 3.425567150E-01 
 1.552234449E-04 , 3.542341292E-01 
 1.552552160E-04 , 3.675616682E-01 
 1.552697301E-04 , 3.740317822E-01 
 1.553161751E-04 , 4.024557173E-01 
 1.553249164E-04 , 4.096954167E-01 
 1.553298205E-04 , 4.138647318E-01 
 1.553337438E-04 , 4.175749123E-01 
 1.553362580E-04 , 4.201209843E-01 
 1.553431953E-04 , 4.280481339E-01 
 1.553470362E-04 , 3.922106326E-01 
 1.553502799E-04 , 3.386360407E-01 
 1.553547174E-04 , 2.724576592E-01 
 1.553580055E-04 , 2.234706283E-01 
 1.553631708E-04 , 1.538329124E-01 
 1.553694903E-04 , 8.085708320E-02 
 1.553776635E-04 , 4.759109393E-02 
 1.553878009E-04 , 5.135432631E-02 
 1.553996422E-04 , 4.959621653E-02 
 1.554124198E-04 , 5.036365241E-02 
 1.554188086E-04 , 5.017774180E-02 
 1.554240295E-04 , 5.010493845E-02 
 1.554407366E-04 , 5.010079220E-02 
 1.554542736E-04 , 4.541185871E-02 
 1.554626971E-04 , 4.479157180E-02 
 1.554697204E-04 , 4.525390267E-02 
 1.554732320E-04 , 4.530855641E-02 
 1.554762643E-04 , 4.542325437E-02 
 1.554832923E-04 , 4.570914060E-02 
 1.554929879E-04 , 4.608341306E-02 
 1.554983112E-04 , 4.629087448E-02 
 1.555104997E-04 , 4.675367847E-02 
 1.555402265E-04 , 4.784704372E-02 
 1.556079332E-04 , 5.021443591E-02 
 1.556829119E-04 , 5.269844085E-02 
 1.558329669E-04 , 5.745108426E-02 
 1.560512606E-04 , 6.409621239E-02 
 1.563714826E-04 , 7.362784445E-02 
 1.567714510E-04 , 8.546043932E-02 
 1.569091172E-04 , 8.954527974E-02 
 1.572786289E-04 , 1.005750224E-01 
 1.579976957E-04 , 1.224447638E-01 
 1.592154679E-04 , 1.608798951E-01 
 1.604867790E-04 , 2.040346116E-01 
 1.614587083E-04 , 2.453483194E-01 
 1.617379028E-04 , 2.623007894E-01 
 1.619928965E-04 , 2.801567316E-01 
 1.621203933E-04 , 2.927793562E-01 
 1.622782169E-04 , 3.117766082E-01 
 1.623887952E-04 , 3.382645249E-01 
 1.624389516E-04 , 3.521599174E-01 
 1.624790767E-04 , 3.695894778E-01 
 1.624939361E-04 , 3.764785826E-01 
 1.625414864E-04 , 4.073142409E-01 
 1.625491368E-04 , 4.140657485E-01 
 1.625535721E-04 , 4.182432592E-01 
 1.625571203E-04 , 4.231549501E-01 
 1.625580964E-04 , 4.246008098E-01 
 1.625612197E-04 , 4.283326864E-01 
 1.625641165E-04 , 4.028471708E-01 
 1.625662288E-04 , 3.680310845E-01 
 1.625704532E-04 , 3.032022119E-01 
 1.625731300E-04 , 2.625180483E-01 
 1.625783894E-04 , 1.880505830E-01 
 1.625858938E-04 , 9.373712540E-02 
 1.625964617E-04 , 4.573532194E-02 
 1.626074943E-04 , 5.220205337E-02 
 1.626212354E-04 , 4.883845523E-02 
 1.626346186E-04 , 5.050529540E-02 
 1.626592129E-04 , 4.992905632E-02 
 1.626768008E-04 , 4.539448023E-02 
 1.626878695E-04 , 4.573237523E-02 
 1.626938968E-04 , 4.601055011E-02 
 1.627030662E-04 , 4.634141177E-02 
 1.627168596E-04 , 4.690356925E-02 
 1.627360120E-04 , 4.759430885E-02 
 1.627432962E-04 , 4.787405208E-02 
 1.627578647E-04 , 4.840280488E-02 
 1.627926459E-04 , 4.962588474E-02 
 1.628460218E-04 , 5.144050345E-02 
 1.630168246E-04 , 5.693634227E-02 
 1.632129269E-04 , 6.292646378E-02 
 1.635168240E-04 , 7.197666168E-02 
 1.638677349E-04 , 8.233824372E-02 
 1.644084781E-04 , 9.839238226E-02 
 1.645752921E-04 , 1.033971459E-01 
 1.649982967E-04 , 1.161967441E-01 
 1.658963159E-04 , 1.440844387E-01 
 1.669165457E-04 , 1.770323068E-01 
 1.678957053E-04 , 2.112332880E-01 
 1.688591290E-04 , 2.560619414E-01 
 1.690605839E-04 , 2.696662545E-01 
 1.693260319E-04 , 2.914496660E-01 
 1.694927826E-04 , 3.183750808E-01 
 1.695830536E-04 , 3.359833658E-01 
 1.696501663E-04 , 3.608592153E-01 
 1.696710629E-04 , 3.692637384E-01 
 1.697379321E-04 , 4.149672687E-01 
 1.697715285E-04 , 2.290170193E-01 
 1.697791570E-04 , 1.339410841E-01 
 1.697830330E-04 , 8.850912750E-02 
 1.697954361E-04 , 4.307098687E-02 
 1.698055004E-04 , 5.360078812E-02 
 1.698174344E-04 , 4.839841276E-02 
 1.698306106E-04 , 5.083273724E-02 
 1.698497648E-04 , 4.973609373E-02 
 1.698540210E-04 , 4.998072237E-02 
 1.698574767E-04 , 4.999886826E-02 
 1.698674971E-04 , 4.519456998E-02 
 1.698724822E-04 , 4.491078481E-02 
 1.698764007E-04 , 4.532713816E-02 
 1.698782489E-04 , 4.528979212E-02 
 1.698796559E-04 , 4.533042014E-02 
 1.698830863E-04 , 4.548274353E-02 
 1.698879810E-04 , 4.567492381E-02 
 1.698960625E-04 , 4.600876942E-02 
 1.699122256E-04 , 4.663548991E-02 
 1.699402797E-04 , 4.770154133E-02 
 1.699813373E-04 , 4.917575791E-02 
 1.700388100E-04 , 5.116157979E-02 
 1.701456390E-04 , 5.465803295E-02 
 1.703221435E-04 , 6.019531563E-02 
 1.703830409E-04 , 6.204241887E-02 
 1.705048357E-04 , 6.572501361E-02 
 1.708503466E-04 , 7.605432719E-02 
 1.712296525E-04 , 8.734120429E-02 
 1.718957018E-04 , 1.074033380E-01 
 1.723953011E-04 , 1.227075756E-01 
 1.739843204E-04 , 1.734909266E-01 
 1.752142332E-04 , 2.173580378E-01 
 1.762759864E-04 , 2.792567015E-01 
 1.765110216E-04 , 3.139316738E-01 
 1.766374945E-04 , 3.385894001E-01 
 1.767007309E-04 , 3.629806340E-01 
 1.767226164E-04 , 3.722018898E-01 
 1.767401248E-04 , 3.816370964E-01 
 1.767514671E-04 , 3.881018758E-01 
 1.767862793E-04 , 4.137815535E-01 
 1.768054832E-04 , 3.552037776E-01 
 1.768088766E-04 , 3.075473011E-01 
 1.768111182E-04 , 2.746311128E-01 
 1.768182912E-04 , 1.727414727E-01 
 1.768249734E-04 , 9.100105613E-02 
 1.768351487E-04 , 4.538500682E-02 
 1.768463224E-04 , 5.251773447E-02 
 1.768596141E-04 , 4.893326387E-02 
 1.768727952E-04 , 5.072514713E-02 
 1.768934360E-04 , 4.959455505E-02 
 1.768978012E-04 , 4.950033128E-02 
 1.769008021E-04 , 4.885340482E-02 
 1.769075937E-04 , 4.530131817E-02 
 1.769155099E-04 , 4.536191374E-02 
 1.769193458E-04 , 4.572444409E-02 
 1.769244388E-04 , 4.576449841E-02 
 1.769303299E-04 , 4.615422338E-02 
 1.769362191E-04 , 4.626079276E-02 
 1.769434206E-04 , 4.666695371E-02 
 1.769516818E-04 , 4.688828811E-02 
 1.769613908E-04 , 4.736212641E-02 
 1.769732457E-04 , 4.772353545E-02 
 1.769876430E-04 , 4.834891856E-02 
 1.770053908E-04 , 4.891884699E-02 
 1.770274839E-04 , 4.979070276E-02 
 1.770343995E-04 , 4.999539629E-02 
 1.770460631E-04 , 5.040295050E-02 
 1.770700088E-04 , 5.123445764E-02 
 1.771012562E-04 , 5.229399353E-02 
 1.771262542E-04 , 5.312737823E-02 
 1.772062475E-04 , 5.574947968E-02 
 1.774134606E-04 , 6.229481846E-02 
 1.778276353E-04 , 7.493724674E-02 
 1.781806169E-04 , 8.558166772E-02 
 1.787104400E-04 , 1.016601250E-01 
 1.793574762E-04 , 1.216232777E-01 
 1.804562944E-04 , 1.566073149E-01 
 1.814689296E-04 , 1.903638095E-01 
 1.824503058E-04 , 2.276066840E-01 
 1.827674318E-04 , 2.428908646E-01 
 1.830937576E-04 , 2.604832351E-01 
 1.832569206E-04 , 2.719154060E-01 
 1.834721043E-04 , 2.895415425E-01 
 1.836442512E-04 , 3.162174523E-01 
 1.837321750E-04 , 3.324061632E-01 
 1.838025141E-04 , 3.563797474E-01 
 1.838260416E-04 , 3.651202917E-01 
 1.838448636E-04 , 3.740013838E-01 
 1.838569257E-04 , 3.800066411E-01 
 1.838955247E-04 , 4.052107036E-01 
 1.839019409E-04 , 4.105771482E-01 
 1.839062791E-04 , 4.142987132E-01 
 1.839097497E-04 , 4.176303744E-01 
 1.839124224E-04 , 4.204395413E-01 
 1.839191512E-04 , 4.256992340E-01 
 1.839230536E-04 , 3.851154447E-01 
 1.839261841E-04 , 3.326217830E-01 
 1.839314650E-04 , 2.548120618E-01 
