#format table ## [Custom WaveView] saved 04:36:04 Wed Sep 24 2025
TIME ,v_u 
 8.373506965E-05 , 2.386141568E-01 
 8.375414824E-05 , 2.393555194E-01 
 8.376728972E-05 , 2.394374162E-01 
 8.377673457E-05 , 2.394717932E-01 
 8.378788390E-05 , 2.394972593E-01 
 8.380212221E-05 , 2.395125031E-01 
 8.381732226E-05 , 2.395135164E-01 
 8.383583635E-05 , 2.395015657E-01 
 8.384132725E-05 , 2.394954115E-01 
 8.384944362E-05 , 2.394854426E-01 
 8.386647453E-05 , 2.394595593E-01 
 8.388758731E-05 , 2.394198030E-01 
 8.394892956E-05 , 2.392726392E-01 
 8.414522476E-05 , 2.386647314E-01 
 8.437091685E-05 , 2.378523499E-01 
 8.470632808E-05 , 2.365961671E-01 
 8.509369538E-05 , 2.351437956E-01 
 8.567568321E-05 , 2.330198437E-01 
 8.619886501E-05 , 2.311623245E-01 
 8.765486168E-05 , 2.263120115E-01 
 8.897461512E-05 , 2.223245353E-01 
 8.999102554E-05 , 2.194928080E-01 
 9.025468212E-05 , 2.188032418E-01 
 9.042647699E-05 , 2.183585167E-01 
 9.046083597E-05 , 2.182709724E-01 
 9.057078469E-05 , 2.179940790E-01 
 9.061762593E-05 , 2.178796232E-01 
 9.065269698E-05 , 2.177947164E-01 
 9.068075381E-05 , 2.177290469E-01 
 9.069372172E-05 , 2.176988870E-01 
 9.073521902E-05 , 2.176060528E-01 
 9.074213924E-05 , 2.175912857E-01 
 9.074646557E-05 , 2.175821215E-01 
 9.074992663E-05 , 2.175756842E-01 
 9.075176573E-05 , 2.175729424E-01 
 9.075765086E-05 , 2.180780321E-01 
 9.076121543E-05 , 2.188473642E-01 
 9.076403609E-05 , 2.195253819E-01 
 9.076875756E-05 , 2.206299752E-01 
 9.077188948E-05 , 2.213765979E-01 
 9.077668173E-05 , 2.225022614E-01 
 9.078261643E-05 , 2.239104509E-01 
 9.078999647E-05 , 2.256758511E-01 
 9.079944258E-05 , 2.279697359E-01 
 9.081204875E-05 , 2.310297787E-01 
 9.082406165E-05 , 2.339284271E-01 
 9.083006809E-05 , 2.353128046E-01 
 9.083593488E-05 , 2.366196662E-01 
 9.085470860E-05 , 2.391999960E-01 
 9.086872931E-05 , 2.397323996E-01 
 9.087758904E-05 , 2.398556620E-01 
 9.088475738E-05 , 2.399214804E-01 
 9.088742631E-05 , 2.399390489E-01 
 9.088997074E-05 , 2.399548590E-01 
 9.089142423E-05 , 2.399627268E-01 
 9.089607539E-05 , 2.399858236E-01 
 9.090508612E-05 , 2.400197983E-01 
 9.092408944E-05 , 2.400577068E-01 
 9.096112515E-05 , 2.400587499E-01 
 9.100769644E-05 , 2.399905622E-01 
 9.108085394E-05 , 2.398148179E-01 
 9.111736669E-05 , 2.397046685E-01 
 9.123420749E-05 , 2.393290550E-01 
 9.145927889E-05 , 2.385253757E-01 
 9.203604327E-05 , 2.363443673E-01 
 9.239524686E-05 , 2.349783480E-01 
 9.305507480E-05 , 2.325419486E-01 
 9.377180317E-05 , 2.300155908E-01 
 9.519112362E-05 , 2.253823578E-01 
 9.622491242E-05 , 2.222907394E-01 
 9.727573712E-05 , 2.193696052E-01 
 9.750662678E-05 , 2.187682390E-01 
 9.766077683E-05 , 2.183716893E-01 
 9.768761419E-05 , 2.183039188E-01 
 9.776332482E-05 , 2.181150913E-01 
 9.779428978E-05 , 2.180401832E-01 
 9.781480291E-05 , 2.179909199E-01 
 9.788044495E-05 , 2.178418487E-01 
 9.788893214E-05 , 2.178336084E-01 
 9.789402843E-05 , 2.180016637E-01 
 9.790394077E-05 , 2.197426856E-01 
 9.791059052E-05 , 2.213485092E-01 
 9.791653512E-05 , 2.227188200E-01 
 9.792288126E-05 , 2.242454886E-01 
 9.793349051E-05 , 2.267800570E-01 
 9.794481636E-05 , 2.295608968E-01 
 9.795878491E-05 , 2.329413444E-01 
 9.797200361E-05 , 2.360311300E-01 
 9.797793053E-05 , 2.371982485E-01 
 9.798223658E-05 , 2.379757017E-01 
 9.799601592E-05 , 2.394223958E-01 
 9.801053678E-05 , 2.398621589E-01 
 9.801844749E-05 , 2.399632186E-01 
 9.802491367E-05 , 2.400206327E-01 
 9.802715829E-05 , 2.400355339E-01 
 9.802926120E-05 , 2.400489300E-01 
 9.803047518E-05 , 2.400559187E-01 
 9.803390883E-05 , 2.400742024E-01 
 9.804065532E-05 , 2.401030809E-01 
 9.805484743E-05 , 2.401419282E-01 
 9.809396106E-05 , 2.401623279E-01 
 9.813616718E-05 , 2.401077896E-01 
 9.820043736E-05 , 2.399632931E-01 
 9.830903413E-05 , 2.396409661E-01 
 9.851808738E-05 , 2.389137298E-01 
 9.879047845E-05 , 2.378895134E-01 
 9.916012825E-05 , 2.364710122E-01 
 9.927926119E-05 , 2.360156476E-01 
 9.963567189E-05 , 2.346655577E-01 
 1.003111187E-04 , 2.321846038E-01 
 1.017297977E-04 , 2.273456603E-01 
 1.032063054E-04 , 2.227811217E-01 
 1.039131491E-04 , 2.207628787E-01 
 1.041621690E-04 , 2.200830579E-01 
 1.044403031E-04 , 2.193322480E-01 
 1.046396610E-04 , 2.188103795E-01 
 1.047728721E-04 , 2.184644192E-01 
 1.048794409E-04 , 2.181955576E-01 
 1.049490880E-04 , 2.180216312E-01 
 1.049985409E-04 , 2.179029584E-01 
 1.050180200E-04 , 2.178565562E-01 
 1.050803532E-04 , 2.177153081E-01 
 1.050887900E-04 , 2.177641243E-01 
 1.050933709E-04 , 2.180839330E-01 
 1.050956613E-04 , 2.185589969E-01 
 1.050965172E-04 , 2.187431604E-01 
 1.050982290E-04 , 2.191307098E-01 
 1.051004805E-04 , 2.196539044E-01 
 1.051024010E-04 , 2.201057822E-01 
 1.051055529E-04 , 2.208476216E-01 
 1.051112324E-04 , 2.221863270E-01 
 1.051205986E-04 , 2.244054824E-01 
 1.051343530E-04 , 2.277291566E-01 
 1.051474602E-04 , 2.309246659E-01 
 1.051614526E-04 , 2.342820317E-01 
 1.051769242E-04 , 2.374843955E-01 
 1.051966599E-04 , 2.396330684E-01 
 1.052153793E-04 , 2.401112765E-01 
 1.052284496E-04 , 2.402101010E-01 
 1.052376439E-04 , 2.402503490E-01 
 1.052485563E-04 , 2.402801961E-01 
 1.052621333E-04 , 2.402990162E-01 
 1.052763958E-04 , 2.403035462E-01 
 1.052935520E-04 , 2.402957380E-01 
 1.052985685E-04 , 2.402908355E-01 
 1.053057380E-04 , 2.402830124E-01 
 1.053208200E-04 , 2.402621955E-01 
 1.053393459E-04 , 2.402298152E-01 
 1.053533870E-04 , 2.401997894E-01 
 1.053983185E-04 , 2.400920242E-01 
 1.055101486E-04 , 2.397595793E-01 
 1.057274511E-04 , 2.389993817E-01 
 1.060162670E-04 , 2.379081100E-01 
 1.063859825E-04 , 2.364866138E-01 
 1.068732346E-04 , 2.346424013E-01 
 1.073459697E-04 , 2.328943610E-01 
 1.085261552E-04 , 2.287742943E-01 
 1.097223907E-04 , 2.249365747E-01 
 1.107343081E-04 , 2.219313383E-01 
 1.110209194E-04 , 2.211290896E-01 
 1.113950153E-04 , 2.200970799E-01 
 1.115894470E-04 , 2.195740044E-01 
 1.118050376E-04 , 2.189990431E-01 
 1.119775100E-04 , 2.185526192E-01 
 1.120785441E-04 , 2.182932794E-01 
 1.121593715E-04 , 2.180931121E-01 
 1.121930499E-04 , 2.180103958E-01 
 1.122199926E-04 , 2.179460824E-01 
 1.122335014E-04 , 2.179140449E-01 
 1.122767296E-04 , 2.178151906E-01 
 1.122850630E-04 , 2.177969962E-01 
 1.122899480E-04 , 2.177863717E-01 
 1.122938560E-04 , 2.177780718E-01 
 1.122963308E-04 , 2.177728713E-01 
 1.123035699E-04 , 2.181471884E-01 
 1.123074897E-04 , 2.189149857E-01 
 1.123112517E-04 , 2.198419571E-01 
 1.123149533E-04 , 2.206904739E-01 
 1.123183221E-04 , 2.215040475E-01 
 1.123246893E-04 , 2.229954600E-01 
 1.123326532E-04 , 2.249012440E-01 
 1.123445031E-04 , 2.277591527E-01 
 1.123482164E-04 , 2.286658436E-01 
 1.123525649E-04 , 2.297219783E-01 
 1.123636942E-04 , 2.324208617E-01 
 1.123859527E-04 , 2.371962368E-01 
 1.124065978E-04 , 2.395979911E-01 
 1.124259582E-04 , 2.401391268E-01 
 1.124389891E-04 , 2.402358055E-01 
 1.124481906E-04 , 2.402755767E-01 
 1.124509525E-04 , 2.402839214E-01 
 1.124542616E-04 , 2.402931303E-01 
 1.124560785E-04 , 2.402973026E-01 
 1.124618925E-04 , 2.403090149E-01 
 1.124741229E-04 , 2.403234690E-01 
 1.124995966E-04 , 2.403232306E-01 
 1.125483763E-04 , 2.402606755E-01 
 1.126292135E-04 , 2.400667518E-01 
 1.127680179E-04 , 2.396283895E-01 
 1.129851396E-04 , 2.388473898E-01 
 1.132812877E-04 , 2.377219349E-01 
 1.136740710E-04 , 2.362117022E-01 
 1.138043315E-04 , 2.357156426E-01 
 1.141674153E-04 , 2.343477309E-01 
 1.148648940E-04 , 2.318040431E-01 
 1.160281068E-04 , 2.278276384E-01 
 1.174723530E-04 , 2.233261168E-01 
 1.184484821E-04 , 2.205321342E-01 
 1.187395727E-04 , 2.197470069E-01 
 1.189780509E-04 , 2.191104740E-01 
 1.191688335E-04 , 2.186182439E-01 
 1.192676501E-04 , 2.183647007E-01 
 1.193467035E-04 , 2.181677669E-01 
 1.193824653E-04 , 2.180794030E-01 
 1.194110748E-04 , 2.180107236E-01 
 1.194251678E-04 , 2.179770917E-01 
 1.194702654E-04 , 2.178734094E-01 
 1.194790587E-04 , 2.178541273E-01 
 1.194840486E-04 , 2.178432494E-01 
 1.194880405E-04 , 2.178347409E-01 
 1.194905173E-04 , 2.178295404E-01 
 1.194977571E-04 , 2.182165682E-01 
 1.195016706E-04 , 2.189884335E-01 
 1.195053488E-04 , 2.198948860E-01 
 1.195091312E-04 , 2.207631469E-01 
 1.195124804E-04 , 2.215718627E-01 
 1.195188695E-04 , 2.230690271E-01 
 1.195269167E-04 , 2.249953896E-01 
 1.195388375E-04 , 2.278723866E-01 
 1.195540525E-04 , 2.315854728E-01 
 1.195669872E-04 , 2.346951962E-01 
 1.195846327E-04 , 2.379074544E-01 
 1.196037386E-04 , 2.395443767E-01 
 1.196203491E-04 , 2.401128113E-01 
 1.196330480E-04 , 2.402215302E-01 
 1.196422495E-04 , 2.402668148E-01 
 1.196526213E-04 , 2.402995527E-01 
 1.196673511E-04 , 2.403242588E-01 
 1.196832293E-04 , 2.403312624E-01 
 1.197032607E-04 , 2.403218001E-01 
 1.197094817E-04 , 2.403150797E-01 
 1.197193858E-04 , 2.403029352E-01 
 1.197398648E-04 , 2.402704656E-01 
 1.197661820E-04 , 2.402173132E-01 
 1.198278296E-04 , 2.400602251E-01 
 1.199814026E-04 , 2.395762354E-01 
 1.202203580E-04 , 2.387126833E-01 
 1.205356452E-04 , 2.375258505E-01 
 1.208162929E-04 , 2.364493161E-01 
 1.215585245E-04 , 2.336621881E-01 
 1.221199090E-04 , 2.316361219E-01 
 1.229411661E-04 , 2.288141102E-01 
 1.246352316E-04 , 2.234795392E-01 
 1.255810819E-04 , 2.207614034E-01 
 1.258978799E-04 , 2.199033201E-01 
 1.261458747E-04 , 2.192385048E-01 
 1.263442706E-04 , 2.187230438E-01 
 1.264609860E-04 , 2.184213102E-01 
 1.265543583E-04 , 2.181858271E-01 
 1.266120415E-04 , 2.180417180E-01 
 1.266559079E-04 , 2.179360688E-01 
 1.266733819E-04 , 2.178942859E-01 
 1.267292984E-04 , 2.177666128E-01 
 1.267379052E-04 , 2.177484185E-01 
 1.267426804E-04 , 2.177391946E-01 
 1.267572682E-04 , 2.192724496E-01 
 1.267656234E-04 , 2.212159485E-01 
 1.267715176E-04 , 2.226233184E-01 
 1.267738497E-04 , 2.231701314E-01 
 1.267758489E-04 , 2.236416191E-01 
 1.267807134E-04 , 2.248018831E-01 
 1.267876219E-04 , 2.264761329E-01 
 1.267977672E-04 , 2.289501131E-01 
 1.268076984E-04 , 2.313671261E-01 
 1.268224102E-04 , 2.348670661E-01 
 1.268472594E-04 , 2.385370135E-01 
 1.268651186E-04 , 2.392001897E-01 
 1.268764428E-04 , 2.393058240E-01 
 1.268849779E-04 , 2.393546849E-01 
 1.268875047E-04 , 2.393652052E-01 
 1.268901419E-04 , 2.393756658E-01 
 1.268916202E-04 , 2.393808514E-01 
 1.268963043E-04 , 2.393955886E-01 
 1.269054516E-04 , 2.394165248E-01 
 1.269254267E-04 , 2.394370139E-01 
 1.269621969E-04 , 2.394198775E-01 
 1.270194216E-04 , 2.393210828E-01 
 1.271037694E-04 , 2.391012460E-01 
 1.271523562E-04 , 2.389487624E-01 
 1.272819211E-04 , 2.385204732E-01 
 1.275248140E-04 , 2.376490980E-01 
 1.282562086E-04 , 2.349255085E-01 
 1.286342292E-04 , 2.335260212E-01 
 1.293945877E-04 , 2.308170497E-01 
 1.301958643E-04 , 2.281089276E-01 
 1.317834010E-04 , 2.231675386E-01 
 1.327075064E-04 , 2.205281705E-01 
 1.329348199E-04 , 2.199106067E-01 
 1.332765676E-04 , 2.189945132E-01 
 1.334956674E-04 , 2.184286714E-01 
 1.336054429E-04 , 2.181474566E-01 
 1.336932633E-04 , 2.179297954E-01 
 1.337361082E-04 , 2.178245336E-01 
 1.337703842E-04 , 2.177430540E-01 
 1.337853750E-04 , 2.177076489E-01 
 1.338333459E-04 , 2.175988108E-01 
 1.338421555E-04 , 2.175798267E-01 
 1.338470188E-04 , 2.175694108E-01 
 1.338509095E-04 , 2.175615877E-01 
 1.338535131E-04 , 2.175569832E-01 
 1.338602415E-04 , 2.181270123E-01 
 1.338642366E-04 , 2.189989686E-01 
 1.338673366E-04 , 2.197509557E-01 
 1.338735367E-04 , 2.211950719E-01 
 1.338771323E-04 , 2.220478952E-01 
 1.338823334E-04 , 2.232640684E-01 
 1.338884896E-04 , 2.247315198E-01 
 1.338954781E-04 , 2.264101952E-01 
 1.339050987E-04 , 2.287472337E-01 
 1.339152370E-04 , 2.312069088E-01 
 1.339301255E-04 , 2.347710729E-01 
 1.339354448E-04 , 2.359484136E-01 
 1.339407401E-04 , 2.370654792E-01 
 1.339576849E-04 , 2.392283827E-01 
 1.339715355E-04 , 2.397177815E-01 
 1.339799247E-04 , 2.398344129E-01 
 1.339866267E-04 , 2.398968339E-01 
 1.339889047E-04 , 2.399125248E-01 
 1.339910573E-04 , 2.399267107E-01 
 1.339922950E-04 , 2.399340570E-01 
 1.339958051E-04 , 2.399532199E-01 
 1.340027016E-04 , 2.399833798E-01 
 1.340171369E-04 , 2.400237620E-01 
 1.340553961E-04 , 2.400457263E-01 
 1.340979666E-04 , 2.399928570E-01 
 1.341627916E-04 , 2.398488373E-01 
 1.342710971E-04 , 2.395297140E-01 
 1.344877079E-04 , 2.387792319E-01 
 1.347590736E-04 , 2.377641648E-01 
 1.351339019E-04 , 2.363398373E-01 
 1.352527438E-04 , 2.358902842E-01 
 1.356080468E-04 , 2.345556021E-01 
 1.362758352E-04 , 2.321179211E-01 
 1.377110532E-04 , 2.272339314E-01 
 1.392187349E-04 , 2.226115912E-01 
 1.399321091E-04 , 2.205928266E-01 
 1.401766760E-04 , 2.199280858E-01 
 1.404402282E-04 , 2.192191184E-01 
 1.405720043E-04 , 2.188726515E-01 
 1.407411479E-04 , 2.184321880E-01 
 1.408686900E-04 , 2.181131840E-01 
 1.409209972E-04 , 2.179836482E-01 
 1.409628430E-04 , 2.178843021E-01 
 1.409776909E-04 , 2.178492993E-01 
 1.410252045E-04 , 2.177419066E-01 
 1.410327363E-04 , 2.177259773E-01 
 1.410371318E-04 , 2.177171707E-01 
 1.410511975E-04 , 2.191312462E-01 
 1.410586868E-04 , 2.208652049E-01 
 1.410642122E-04 , 2.221904397E-01 
 1.410665578E-04 , 2.227318138E-01 
 1.410684381E-04 , 2.231692523E-01 
 1.410730777E-04 , 2.242641449E-01 
 1.410799689E-04 , 2.259261459E-01 
 1.410893895E-04 , 2.282227129E-01 
 1.411001962E-04 , 2.308538854E-01 
 1.411123258E-04 , 2.337796837E-01 
 1.411365851E-04 , 2.376266122E-01 
 1.411545220E-04 , 2.388056219E-01 
 1.411626719E-04 , 2.389782965E-01 
 1.411711027E-04 , 2.390862852E-01 
 1.411817737E-04 , 2.391686738E-01 
 1.411916288E-04 , 2.392156273E-01 
 1.412054035E-04 , 2.392549068E-01 
 1.412213567E-04 , 2.392753065E-01 
 1.412405106E-04 , 2.392771393E-01 
 1.412646352E-04 , 2.392577380E-01 
 1.412720250E-04 , 2.392474115E-01 
 1.412842094E-04 , 2.392288595E-01 
 1.413092836E-04 , 2.391821295E-01 
 1.413415620E-04 , 2.391083091E-01 
 1.413673848E-04 , 2.390394360E-01 
 1.414500175E-04 , 2.388000339E-01 
 1.416533136E-04 , 2.381165475E-01 
 1.420933778E-04 , 2.364956886E-01 
 1.424338210E-04 , 2.352265567E-01 
 1.428169054E-04 , 2.338023782E-01 
 1.436836285E-04 , 2.306974679E-01 
 1.444453822E-04 , 2.281149328E-01 
 1.460358702E-04 , 2.231480330E-01 
 1.469651873E-04 , 2.204959840E-01 
 1.472707730E-04 , 2.196689695E-01 
 1.475373266E-04 , 2.189550847E-01 
 1.477505694E-04 , 2.184016258E-01 
 1.478716418E-04 , 2.180897146E-01 
 1.479684997E-04 , 2.178468555E-01 
 1.480357674E-04 , 2.176798731E-01 
 1.480829243E-04 , 2.175671756E-01 
 1.481024056E-04 , 2.175209522E-01 
 1.481647459E-04 , 2.173807174E-01 
 1.481733781E-04 , 2.173721045E-01 
 1.481783287E-04 , 2.175193429E-01 
 1.481882214E-04 , 2.192257047E-01 
 1.481950055E-04 , 2.208652645E-01 
 1.482008021E-04 , 2.222018987E-01 
 1.482071765E-04 , 2.237359732E-01 
 1.482170466E-04 , 2.260921150E-01 
 1.482283830E-04 , 2.288764715E-01 
 1.482427238E-04 , 2.323495299E-01 
 1.482558025E-04 , 2.354184538E-01 
 1.482617516E-04 , 2.366102040E-01 
 1.482661422E-04 , 2.374208421E-01 
 1.482801921E-04 , 2.389378697E-01 
 1.482945559E-04 , 2.393828779E-01 
 1.483024652E-04 , 2.394857109E-01 
 1.483089206E-04 , 2.395441681E-01 
 1.483111632E-04 , 2.395593673E-01 
 1.483132581E-04 , 2.395729870E-01 
 1.483144692E-04 , 2.395801246E-01 
 1.483178855E-04 , 2.395987660E-01 
 1.483245981E-04 , 2.396283001E-01 
 1.483387189E-04 , 2.396683395E-01 
 1.483773527E-04 , 2.396917790E-01 
 1.484195805E-04 , 2.396402210E-01 
 1.484838223E-04 , 2.394994199E-01 
 1.485893476E-04 , 2.391920835E-01 
 1.488003654E-04 , 2.384694070E-01 
 1.490710484E-04 , 2.374650985E-01 
 1.494400810E-04 , 2.360687554E-01 
 1.495583580E-04 , 2.356233001E-01 
 1.499130650E-04 , 2.343001068E-01 
 1.505837771E-04 , 2.318667173E-01 
 1.518191417E-04 , 2.276581526E-01 
 1.532755009E-04 , 2.231431603E-01 
 1.542665017E-04 , 2.203223854E-01 
 1.545858053E-04 , 2.194682211E-01 
 1.548134965E-04 , 2.188651860E-01 
 1.549956495E-04 , 2.183978260E-01 
 1.551001392E-04 , 2.181311101E-01 
 1.551837310E-04 , 2.179238051E-01 
 1.552234449E-04 , 2.178261578E-01 
 1.552552160E-04 , 2.177504450E-01 
 1.552697301E-04 , 2.177160680E-01 
 1.553161751E-04 , 2.176102698E-01 
 1.553249164E-04 , 2.175913155E-01 
 1.553298205E-04 , 2.175807506E-01 
 1.553337438E-04 , 2.175725996E-01 
 1.553362580E-04 , 2.175675929E-01 
 1.553431953E-04 , 2.180431932E-01 
 1.553470362E-04 , 2.188459039E-01 
 1.553502799E-04 , 2.196435332E-01 
 1.553547174E-04 , 2.206724435E-01 
 1.553580055E-04 , 2.214629352E-01 
 1.553631708E-04 , 2.226721942E-01 
 1.553694903E-04 , 2.241800725E-01 
 1.553776635E-04 , 2.261413336E-01 
 1.553878009E-04 , 2.286176085E-01 
 1.553996422E-04 , 2.314939201E-01 
 1.554124198E-04 , 2.345675081E-01 
 1.554188086E-04 , 2.359950542E-01 
 1.554240295E-04 , 2.371055484E-01 
 1.554407366E-04 , 2.392719686E-01 
 1.554542736E-04 , 2.397722453E-01 
 1.554626971E-04 , 2.398932576E-01 
 1.554697204E-04 , 2.399615794E-01 
 1.554732320E-04 , 2.399853021E-01 
 1.554762643E-04 , 2.400044501E-01 
 1.554832923E-04 , 2.400402427E-01 
 1.554929879E-04 , 2.400746197E-01 
 1.554983112E-04 , 2.400858998E-01 
 1.555104997E-04 , 2.401048541E-01 
 1.555402265E-04 , 2.401098311E-01 
 1.556079332E-04 , 2.400120050E-01 
 1.556829119E-04 , 2.398185581E-01 
 1.558329669E-04 , 2.393373251E-01 
 1.560512606E-04 , 2.385481298E-01 
 1.563714826E-04 , 2.373350263E-01 
 1.567714510E-04 , 2.358090729E-01 
 1.569091172E-04 , 2.352894992E-01 
 1.572786289E-04 , 2.339112759E-01 
 1.579976957E-04 , 2.313201278E-01 
 1.592154679E-04 , 2.272164673E-01 
 1.604867790E-04 , 2.232923508E-01 
 1.614587083E-04 , 2.205171883E-01 
 1.617379028E-04 , 2.197646648E-01 
 1.619928965E-04 , 2.190847397E-01 
 1.621203933E-04 , 2.187528312E-01 
 1.622782169E-04 , 2.183460742E-01 
 1.623887952E-04 , 2.180702686E-01 
 1.624389516E-04 , 2.179463059E-01 
 1.624790767E-04 , 2.178509533E-01 
 1.624939361E-04 , 2.178159058E-01 
 1.625414864E-04 , 2.177083194E-01 
 1.625491368E-04 , 2.176920176E-01 
 1.625535721E-04 , 2.176828533E-01 
 1.625571203E-04 , 2.177363932E-01 
 1.625580964E-04 , 2.177695930E-01 
 1.625612197E-04 , 2.182355374E-01 
 1.625641165E-04 , 2.189155221E-01 
 1.625662288E-04 , 2.193977237E-01 
 1.625704532E-04 , 2.203896046E-01 
 1.625731300E-04 , 2.210160494E-01 
 1.625783894E-04 , 2.222572118E-01 
 1.625858938E-04 , 2.240311950E-01 
 1.625964617E-04 , 2.265687287E-01 
 1.626074943E-04 , 2.292409092E-01 
 1.626212354E-04 , 2.325671613E-01 
 1.626346186E-04 , 2.357348055E-01 
 1.626592129E-04 , 2.393044382E-01 
 1.626768008E-04 , 2.399256378E-01 
 1.626878695E-04 , 2.400799394E-01 
 1.626938968E-04 , 2.401096523E-01 
 1.627030662E-04 , 2.401418388E-01 
 1.627168596E-04 , 2.401704937E-01 
 1.627360120E-04 , 2.401831150E-01 
 1.627432962E-04 , 2.401805818E-01 
 1.627578647E-04 , 2.401716262E-01 
 1.627926459E-04 , 2.401254773E-01 
 1.628460218E-04 , 2.400106639E-01 
 1.630168246E-04 , 2.395021766E-01 
 1.632129269E-04 , 2.388020009E-01 
 1.635168240E-04 , 2.376582026E-01 
 1.638677349E-04 , 2.363243252E-01 
 1.644084781E-04 , 2.343067378E-01 
 1.645752921E-04 , 2.336908877E-01 
 1.649982967E-04 , 2.321513891E-01 
 1.658963159E-04 , 2.290384918E-01 
 1.669165457E-04 , 2.257352769E-01 
 1.678957053E-04 , 2.227747589E-01 
 1.688591290E-04 , 2.200556397E-01 
 1.690605839E-04 , 2.195147276E-01 
 1.693260319E-04 , 2.188102603E-01 
 1.694927826E-04 , 2.183833867E-01 
 1.695830536E-04 , 2.181546241E-01 
 1.696501663E-04 , 2.179921418E-01 
 1.696710629E-04 , 2.179419398E-01 
 1.697379321E-04 , 2.180611342E-01 
 1.697715285E-04 , 2.220118195E-01 
 1.697791570E-04 , 2.238078415E-01 
 1.697830330E-04 , 2.247231305E-01 
 1.697954361E-04 , 2.277103066E-01 
 1.698055004E-04 , 2.301656902E-01 
 1.698174344E-04 , 2.330525815E-01 
 1.698306106E-04 , 2.361100316E-01 
 1.698497648E-04 , 2.388819456E-01 
 1.698540210E-04 , 2.390684187E-01 
 1.698574767E-04 , 2.392003536E-01 
 1.698674971E-04 , 2.394472212E-01 
 1.698724822E-04 , 2.395226359E-01 
 1.698764007E-04 , 2.395689785E-01 
 1.698782489E-04 , 2.395867258E-01 
 1.698796559E-04 , 2.395998240E-01 
 1.698830863E-04 , 2.396280915E-01 
 1.698879810E-04 , 2.396611869E-01 
 1.698960625E-04 , 2.397026867E-01 
 1.699122256E-04 , 2.397524714E-01 
 1.699402797E-04 , 2.397774160E-01 
 1.699813373E-04 , 2.397435158E-01 
 1.700388100E-04 , 2.396305948E-01 
 1.701456390E-04 , 2.393331081E-01 
 1.703221435E-04 , 2.387406826E-01 
 1.703830409E-04 , 2.385193706E-01 
 1.705048357E-04 , 2.380714864E-01 
 1.708503466E-04 , 2.367741466E-01 
 1.712296525E-04 , 2.353454232E-01 
 1.718957018E-04 , 2.328926474E-01 
 1.723953011E-04 , 2.311107516E-01 
 1.739843204E-04 , 2.258349061E-01 
 1.752142332E-04 , 2.221445143E-01 
 1.762759864E-04 , 2.192125320E-01 
 1.765110216E-04 , 2.186057717E-01 
 1.766374945E-04 , 2.182838470E-01 
 1.767007309E-04 , 2.181307077E-01 
 1.767226164E-04 , 2.180781662E-01 
 1.767401248E-04 , 2.180373371E-01 
 1.767514671E-04 , 2.180110812E-01 
 1.767862793E-04 , 2.179337889E-01 
 1.768054832E-04 , 2.195551693E-01 
 1.768088766E-04 , 2.203068137E-01 
 1.768111182E-04 , 2.208176553E-01 
 1.768182912E-04 , 2.224999964E-01 
 1.768249734E-04 , 2.240837961E-01 
 1.768351487E-04 , 2.265324742E-01 
 1.768463224E-04 , 2.292434722E-01 
 1.768596141E-04 , 2.324447185E-01 
 1.768727952E-04 , 2.354255766E-01 
 1.768934360E-04 , 2.381433398E-01 
 1.768978012E-04 , 2.382971346E-01 
 1.769008021E-04 , 2.383921593E-01 
 1.769075937E-04 , 2.385485023E-01 
 1.769155099E-04 , 2.386668324E-01 
 1.769193458E-04 , 2.387071550E-01 
 1.769244388E-04 , 2.387495935E-01 
 1.769303299E-04 , 2.387877852E-01 
 1.769362191E-04 , 2.388170213E-01 
 1.769434206E-04 , 2.388443798E-01 
 1.769516818E-04 , 2.388663888E-01 
 1.769613908E-04 , 2.388828546E-01 
 1.769732457E-04 , 2.388924360E-01 
 1.769876430E-04 , 2.388930172E-01 
 1.770053908E-04 , 2.388817221E-01 
 1.770274839E-04 , 2.388548553E-01 
 1.770343995E-04 , 2.388433814E-01 
 1.770460631E-04 , 2.388230115E-01 
 1.770700088E-04 , 2.387746274E-01 
 1.771012562E-04 , 2.387009412E-01 
 1.771262542E-04 , 2.386333346E-01 
 1.772062475E-04 , 2.384013683E-01 
 1.774134606E-04 , 2.377131730E-01 
 1.778276353E-04 , 2.362038940E-01 
 1.781806169E-04 , 2.348942310E-01 
 1.787104400E-04 , 2.329640090E-01 
 1.793574762E-04 , 2.306789607E-01 
 1.804562944E-04 , 2.270125896E-01 
 1.814689296E-04 , 2.238733321E-01 
 1.824503058E-04 , 2.210359126E-01 
 1.827674318E-04 , 2.201685756E-01 
 1.830937576E-04 , 2.192867249E-01 
 1.832569206E-04 , 2.188567817E-01 
 1.834721043E-04 , 2.182951868E-01 
 1.836442512E-04 , 2.178609967E-01 
 1.837321750E-04 , 2.176413089E-01 
 1.838025141E-04 , 2.174728811E-01 
 1.838260416E-04 , 2.174169719E-01 
 1.838448636E-04 , 2.173733711E-01 
 1.838569257E-04 , 2.173456103E-01 
 1.838955247E-04 , 2.172599137E-01 
 1.839019409E-04 , 2.172462642E-01 
 1.839062791E-04 , 2.172370702E-01 
 1.839097497E-04 , 2.172300518E-01 
 1.839124224E-04 , 2.172250748E-01 
 1.839191512E-04 , 2.177503705E-01 
 1.839230536E-04 , 2.185869962E-01 
 1.839261841E-04 , 2.193506956E-01 
