#format table ## [Custom WaveView] saved 04:37:16 Wed Sep 24 2025
TIME ,ap 
 8.364174757E-05 , 4.994294345E-01 
 8.364507266E-05 , 4.994492829E-01 
 8.365140392E-05 , 4.995552599E-01 
 8.365937821E-05 , 4.996541739E-01 
 8.367123305E-05 , 5.000683665E-01 
 8.368565140E-05 , 4.999118149E-01 
 8.369854081E-05 , 5.001723170E-01 
 8.371543209E-05 , 5.026987195E-01 
 8.373506965E-05 , 4.295392036E-01 
 8.375414824E-05 , 7.125450298E-03 
 8.376728972E-05 ,-6.130791735E-03 
 8.377673457E-05 , 6.165752653E-03 
 8.378788390E-05 ,-5.237022880E-03 
 8.380212221E-05 , 5.396289751E-03 
 8.381732226E-05 ,-4.738910589E-03 
 8.383583635E-05 , 4.955772310E-03 
 8.384132725E-05 , 1.549939770E-04 
 8.384944362E-05 ,-1.474721212E-04 
 8.386647453E-05 ,-1.321872987E-04 
 8.388758731E-05 ,-4.624678240E-06 
 8.394892956E-05 ,-1.698286269E-06 
 8.414522476E-05 ,-4.127041848E-06 
 8.437091685E-05 ,-1.342841529E-06 
 8.470632808E-05 ,-4.306145911E-06 
 8.509369538E-05 ,-1.691492230E-06 
 8.567568321E-05 ,-2.505610610E-05 
 8.619886501E-05 ,-2.507302634E-05 
 8.765486168E-05 ,-2.500081428E-05 
 8.897461512E-05 ,-2.473942914E-05 
 8.999102554E-05 ,-2.281035631E-05 
 9.025468212E-05 ,-2.352129741E-05 
 9.042647699E-05 ,-2.273018799E-05 
 9.046083597E-05 ,-2.231305734E-05 
 9.057078469E-05 ,-1.974711813E-05 
 9.061762593E-05 ,-1.456952577E-05 
 9.065269698E-05 ,-6.754231663E-07 
 9.068075381E-05 , 7.348213694E-05 
 9.069372172E-05 , 1.064492826E-04 
 9.073521902E-05 ,-2.804941731E-03 
 9.074213924E-05 ,-8.922668174E-03 
 9.074646557E-05 ,-1.096980274E-02 
 9.074992663E-05 , 1.798836887E-02 
 9.075176573E-05 , 4.649138078E-02 
 9.075765086E-05 , 4.057248533E-01 
 9.076121543E-05 , 5.096745491E-01 
 9.076403609E-05 , 4.925459921E-01 
 9.076875756E-05 , 5.044251084E-01 
 9.077188948E-05 , 4.963919222E-01 
 9.077668173E-05 , 5.018197298E-01 
 9.078261643E-05 , 4.978069961E-01 
 9.078999647E-05 , 5.014360547E-01 
 9.079944258E-05 , 4.987908602E-01 
 9.081204875E-05 , 5.013358593E-01 
 9.082406165E-05 , 4.991010129E-01 
 9.083006809E-05 , 5.002642870E-01 
 9.083593488E-05 , 5.008969903E-01 
 9.085470860E-05 , 5.122073293E-01 
 9.086872931E-05 , 5.920413509E-02 
 9.087758904E-05 ,-8.001496084E-03 
 9.088475738E-05 , 9.554149583E-03 
 9.088742631E-05 , 6.081049214E-04 
 9.088997074E-05 ,-4.617494124E-04 
 9.089142423E-05 ,-5.720417539E-05 
 9.089607539E-05 , 3.057146387E-05 
 9.090508612E-05 ,-3.802468200E-05 
 9.092408944E-05 , 3.881594239E-05 
 9.096112515E-05 ,-2.483802382E-05 
 9.100769644E-05 , 4.578262451E-05 
 9.108085394E-05 ,-2.802224481E-05 
 9.111736669E-05 , 3.474986272E-07 
 9.123420749E-05 , 5.812638051E-07 
 9.145927889E-05 , 3.139308831E-07 
 9.203604327E-05 , 5.593387300E-07 
 9.239524686E-05 , 3.147195287E-07 
 9.305507480E-05 , 5.789243573E-07 
 9.377180317E-05 , 3.010715943E-07 
 9.519112362E-05 , 6.404777082E-07 
 9.622491242E-05 , 4.606637276E-07 
 9.727573712E-05 , 1.475889576E-06 
 9.750662678E-05 , 2.230603059E-06 
 9.766077683E-05 , 3.566027544E-06 
 9.768761419E-05 , 3.952091902E-06 
 9.776332482E-05 , 5.405711363E-06 
 9.779428978E-05 , 5.527017038E-06 
 9.781480291E-05 , 5.348410923E-06 
 9.788044495E-05 ,-1.052571554E-02 
 9.788893214E-05 , 4.853608832E-02 
 9.789402843E-05 , 1.942283213E-01 
 9.790394077E-05 , 4.956119657E-01 
 9.791059052E-05 , 5.024781823E-01 
 9.791653512E-05 , 4.970572889E-01 
 9.792288126E-05 , 5.014339089E-01 
 9.793349051E-05 , 4.984304905E-01 
 9.794481636E-05 , 5.013378263E-01 
 9.795878491E-05 , 4.987475276E-01 
 9.797200361E-05 , 5.021800399E-01 
 9.797793053E-05 , 5.015495420E-01 
 9.798223658E-05 , 5.021705627E-01 
 9.799601592E-05 , 5.096604228E-01 
 9.801053678E-05 , 2.775120176E-02 
 9.801844749E-05 ,-9.014062583E-03 
 9.802491367E-05 , 1.086950395E-02 
 9.802715829E-05 , 8.388804272E-04 
 9.802926120E-05 ,-5.764031084E-04 
 9.803047518E-05 ,-8.579554560E-05 
 9.803390883E-05 , 4.723584425E-05 
 9.804065532E-05 ,-5.571281508E-05 
 9.805484743E-05 , 1.633242391E-05 
 9.809396106E-05 ,-8.030312165E-05 
 9.813616718E-05 , 4.647970127E-05 
 9.820043736E-05 ,-2.274965664E-04 
 9.830903413E-05 ,-2.284169022E-04 
 9.851808738E-05 ,-5.129255442E-05 
 9.879047845E-05 ,-1.416486630E-04 
 9.916012825E-05 ,-1.069013524E-04 
 9.927926119E-05 ,-9.722226969E-05 
 9.963567189E-05 ,-9.718856018E-05 
 1.003111187E-04 ,-9.719900845E-05 
 1.017297977E-04 ,-9.713813779E-05 
 1.032063054E-04 ,-9.708110883E-05 
 1.039131491E-04 ,-9.693585889E-05 
 1.041621690E-04 ,-9.683841927E-05 
 1.044403031E-04 ,-9.629831038E-05 
 1.046396610E-04 ,-9.570751718E-05 
 1.047728721E-04 ,-9.481906454E-05 
 1.048794409E-04 ,-9.273949399E-05 
 1.049490880E-04 ,-8.668698865E-05 
 1.049985409E-04 ,-2.288145697E-05 
 1.050180200E-04 , 1.953820538E-05 
 1.050803532E-04 ,-9.620840661E-03 
 1.050887900E-04 , 9.817342460E-02 
 1.050933709E-04 , 2.724120021E-01 
 1.050956613E-04 , 4.415288866E-01 
 1.050965172E-04 , 4.841937125E-01 
 1.050982290E-04 , 5.015859008E-01 
 1.051004805E-04 , 4.983667731E-01 
 1.051024010E-04 , 4.998904765E-01 
 1.051055529E-04 , 4.991610348E-01 
 1.051112324E-04 , 4.997875094E-01 
 1.051205986E-04 , 4.996634424E-01 
 1.051343530E-04 , 5.005308986E-01 
 1.051474602E-04 , 4.998300970E-01 
 1.051614526E-04 , 5.004029870E-01 
 1.051769242E-04 , 5.018873811E-01 
 1.051966599E-04 , 4.427031577E-01 
 1.052153793E-04 , 7.981896400E-03 
 1.052284496E-04 ,-6.499452051E-03 
 1.052376439E-04 , 6.786125246E-03 
 1.052485563E-04 ,-5.875575356E-03 
 1.052621333E-04 , 5.847303197E-03 
 1.052763958E-04 ,-5.111948587E-03 
 1.052935520E-04 , 5.383523647E-03 
 1.052985685E-04 , 1.462671935E-04 
 1.053057380E-04 ,-1.771136886E-04 
 1.053208200E-04 , 1.633130596E-04 
 1.053393459E-04 ,-1.650145277E-04 
 1.053533870E-04 ,-2.416335155E-05 
 1.053983185E-04 ,-2.054539982E-05 
 1.055101486E-04 ,-2.397178469E-05 
 1.057274511E-04 , 5.823093829E-07 
 1.060162670E-04 ,-3.237931651E-06 
 1.063859825E-04 ,-3.015991751E-06 
 1.068732346E-04 ,-1.283457732E-05 
 1.073459697E-04 ,-1.321693526E-05 
 1.085261552E-04 ,-1.278822583E-05 
 1.097223907E-04 ,-1.280307788E-05 
 1.107343081E-04 ,-1.299073574E-05 
 1.110209194E-04 ,-1.318236173E-05 
 1.113950153E-04 ,-1.389297722E-05 
 1.115894470E-04 ,-1.448255352E-05 
 1.118050376E-04 ,-1.210359278E-05 
 1.119775100E-04 ,-1.070654253E-05 
 1.120785441E-04 ,-9.746938304E-06 
 1.121593715E-04 ,-4.971990165E-06 
 1.121930499E-04 , 2.525763421E-06 
 1.122199926E-04 , 3.930240564E-05 
 1.122335014E-04 , 6.173817383E-05 
 1.122767296E-04 ,-4.177652299E-04 
 1.122850630E-04 ,-4.615069833E-03 
 1.122899480E-04 ,-8.470562287E-03 
 1.122938560E-04 ,-8.751489222E-03 
 1.122963308E-04 ,-3.730977187E-03 
 1.123035699E-04 , 3.272341788E-01 
 1.123074897E-04 , 4.980259240E-01 
 1.123112517E-04 , 5.001597404E-01 
 1.123149533E-04 , 4.990081191E-01 
 1.123183221E-04 , 4.997050464E-01 
 1.123246893E-04 , 4.993533790E-01 
 1.123326532E-04 , 4.998390377E-01 
 1.123445031E-04 , 4.999801815E-01 
 1.123482164E-04 , 5.000271201E-01 
 1.123525649E-04 , 4.999987185E-01 
 1.123636942E-04 , 5.000340343E-01 
 1.123859527E-04 , 5.019031167E-01 
 1.124065978E-04 , 4.698968530E-01 
 1.124259582E-04 , 9.206126444E-03 
 1.124389891E-04 ,-7.098251954E-03 
 1.124481906E-04 , 7.574614137E-03 
 1.124509525E-04 , 4.752639215E-04 
 1.124542616E-04 ,-3.800225095E-04 
 1.124560785E-04 ,-4.258402987E-05 
 1.124618925E-04 , 2.151153785E-05 
 1.124741229E-04 ,-3.045914855E-05 
 1.124995966E-04 ,-1.077544130E-05 
 1.125483763E-04 ,-1.908825943E-04 
 1.126292135E-04 ,-9.188968397E-05 
 1.127680179E-04 ,-1.566743886E-04 
 1.129851396E-04 , 2.347369264E-05 
 1.132812877E-04 ,-4.786270074E-05 
 1.136740710E-04 , 9.019129720E-06 
 1.138043315E-04 ,-8.400306251E-05 
 1.141674153E-04 ,-8.423665713E-05 
 1.148648940E-04 ,-8.398306818E-05 
 1.160281068E-04 ,-8.419290680E-05 
 1.174723530E-04 ,-5.031632099E-05 
 1.184484821E-04 ,-5.039018288E-05 
 1.187395727E-04 ,-5.011165558E-05 
 1.189780509E-04 ,-4.950643779E-05 
 1.191688335E-04 ,-4.854946746E-05 
 1.192676501E-04 ,-4.826716759E-05 
 1.193467035E-04 ,-5.058764509E-05 
 1.193824653E-04 ,-5.960674025E-05 
 1.194110748E-04 ,-1.208199028E-04 
 1.194251678E-04 ,-1.601198746E-04 
 1.194702654E-04 ,-3.836805699E-04 
 1.194790587E-04 ,-4.714500159E-03 
 1.194840486E-04 ,-8.600494824E-03 
 1.194880405E-04 ,-8.240491152E-03 
 1.194905173E-04 ,-2.272757702E-03 
 1.194977571E-04 , 3.368676603E-01 
 1.195016706E-04 , 4.998093843E-01 
 1.195053488E-04 , 4.991178513E-01 
 1.195091312E-04 , 4.996530414E-01 
 1.195124804E-04 , 4.993083775E-01 
 1.195188695E-04 , 4.996512830E-01 
 1.195269167E-04 , 4.995373785E-01 
 1.195388375E-04 , 5.001137853E-01 
 1.195540525E-04 , 4.998438060E-01 
 1.195669872E-04 , 5.002537370E-01 
 1.195846327E-04 , 5.035454631E-01 
 1.196037386E-04 , 3.706848919E-01 
 1.196203491E-04 , 5.585682113E-03 
 1.196330480E-04 ,-4.885979462E-03 
 1.196422495E-04 , 4.905033391E-03 
 1.196526213E-04 ,-4.279043060E-03 
 1.196673511E-04 , 4.234854598E-03 
 1.196832293E-04 ,-3.857285250E-03 
 1.197032607E-04 , 3.932575230E-03 
 1.197094817E-04 ,-3.221419320E-05 
 1.197193858E-04 ,-2.397320350E-04 
 1.197398648E-04 , 1.005037775E-04 
 1.197661820E-04 , 1.653482059E-06 
 1.198278296E-04 ,-3.779073040E-06 
 1.199814026E-04 , 5.858488521E-07 
 1.202203580E-04 ,-6.296877928E-06 
 1.205356452E-04 ,-1.007530409E-05 
 1.208162929E-04 ,-1.008552681E-05 
 1.215585245E-04 ,-1.009061543E-05 
 1.221199090E-04 ,-1.008217714E-05 
 1.229411661E-04 ,-1.006175444E-05 
 1.246352316E-04 ,-9.873955605E-06 
 1.255810819E-04 ,-9.026554835E-06 
 1.258978799E-04 ,-7.934781024E-06 
 1.261458747E-04 ,-9.334371498E-06 
 1.263442706E-04 ,-8.610068107E-06 
 1.264609860E-04 ,-7.757823369E-06 
 1.265543583E-04 ,-5.906726074E-06 
 1.266120415E-04 ,-2.233233772E-06 
 1.266559079E-04 , 2.350024442E-05 
 1.266733819E-04 , 3.952682528E-05 
 1.267292984E-04 ,-6.232531276E-03 
 1.267379052E-04 ,-3.307087114E-03 
 1.267426804E-04 , 2.499902062E-02 
 1.267572682E-04 , 4.790112078E-01 
 1.267656234E-04 , 5.110662580E-01 
 1.267715176E-04 , 4.886931181E-01 
 1.267738497E-04 , 4.982003272E-01 
 1.267758489E-04 , 5.004758835E-01 
 1.267807134E-04 , 4.991931915E-01 
 1.267876219E-04 , 5.004970431E-01 
 1.267977672E-04 , 4.995663762E-01 
 1.268076984E-04 , 5.005180836E-01 
 1.268224102E-04 , 4.998910427E-01 
 1.268472594E-04 , 5.290910602E-01 
 1.268651186E-04 , 1.787737198E-02 
 1.268764428E-04 ,-8.395200595E-03 
 1.268849779E-04 , 1.050982997E-02 
 1.268875047E-04 , 6.936648278E-04 
 1.268901419E-04 ,-5.449571181E-04 
 1.268916202E-04 ,-1.748512586E-04 
 1.268963043E-04 ,-6.241937081E-05 
 1.269054516E-04 ,-4.469035412E-05 
 1.269254267E-04 ,-1.412830170E-04 
 1.269621969E-04 ,-2.557328553E-04 
 1.270194216E-04 , 3.466564885E-05 
 1.271037694E-04 ,-6.100453538E-05 
 1.271523562E-04 ,-1.276982857E-05 
 1.272819211E-04 ,-1.240803795E-05 
 1.275248140E-04 ,-1.274157330E-05 
 1.282562086E-04 ,-1.236456228E-05 
 1.286342292E-04 ,-1.270294251E-05 
 1.293945877E-04 ,-1.233144758E-05 
 1.301958643E-04 ,-1.270216217E-05 
 1.317834010E-04 ,-1.141829557E-06 
 1.327075064E-04 ,-8.219575989E-07 
 1.329348199E-04 ,-7.607042676E-07 
 1.332765676E-04 ,-5.975803674E-07 
 1.334956674E-04 , 4.629292505E-07 
 1.336054429E-04 , 1.445594307E-06 
 1.336932633E-04 , 3.691300208E-06 
 1.337361082E-04 , 6.694798685E-06 
 1.337703842E-04 , 2.043701534E-05 
 1.337853750E-04 , 2.867847979E-05 
 1.338333459E-04 ,-8.258782327E-04 
 1.338421555E-04 ,-7.196167950E-03 
 1.338470188E-04 ,-1.085720398E-02 
 1.338509095E-04 , 4.449417815E-03 
 1.338535131E-04 , 3.406501561E-02 
 1.338602415E-04 , 4.222921431E-01 
 1.338642366E-04 , 5.122708678E-01 
 1.338673366E-04 , 4.897929430E-01 
 1.338735367E-04 , 5.066109300E-01 
 1.338771323E-04 , 4.946360290E-01 
 1.338823334E-04 , 5.032923818E-01 
 1.338884896E-04 , 4.968226850E-01 
 1.338954781E-04 , 5.023534298E-01 
 1.339050987E-04 , 4.980024099E-01 
 1.339152370E-04 , 5.017809272E-01 
 1.339301255E-04 , 4.982059896E-01 
 1.339354448E-04 , 5.003945827E-01 
 1.339407401E-04 , 5.015223026E-01 
 1.339576849E-04 , 5.087391734E-01 
 1.339715355E-04 , 3.825157136E-02 
 1.339799247E-04 ,-8.994105272E-03 
 1.339866267E-04 , 1.093112864E-02 
 1.339889047E-04 , 8.314593579E-04 
 1.339910573E-04 ,-5.772734294E-04 
 1.339922950E-04 ,-8.548181358E-05 
 1.339958051E-04 , 4.561995956E-05 
 1.340027016E-04 ,-5.539445556E-05 
 1.340171369E-04 , 1.401901409E-05 
 1.340553961E-04 ,-8.461399557E-05 
 1.340979666E-04 , 4.504085155E-05 
 1.341627916E-04 ,-2.210204257E-04 
 1.342710971E-04 ,-2.192464744E-04 
 1.344877079E-04 ,-5.169351789E-05 
 1.347590736E-04 , 4.214083674E-05 
 1.351339019E-04 ,-9.392513311E-05 
 1.352527438E-04 ,-5.049343599E-05 
 1.356080468E-04 ,-5.041724944E-05 
 1.362758352E-04 ,-5.058312672E-05 
 1.377110532E-04 ,-5.038796371E-05 
 1.392187349E-04 ,-4.903185982E-05 
 1.399321091E-04 ,-4.500863724E-05 
 1.401766760E-04 ,-6.286433927E-05 
 1.404402282E-04 ,-6.151949492E-05 
 1.405720043E-04 ,-6.243596727E-05 
 1.407411479E-04 ,-6.151668640E-05 
 1.408686900E-04 ,-5.781821164E-05 
 1.409209972E-04 ,-4.812318366E-05 
 1.409628430E-04 , 6.072693577E-05 
 1.409776909E-04 , 1.008917170E-04 
 1.410252045E-04 ,-7.623997983E-03 
 1.410327363E-04 ,-6.881510373E-03 
 1.410371318E-04 , 1.376299374E-02 
 1.410511975E-04 , 4.759881198E-01 
 1.410586868E-04 , 5.118113756E-01 
 1.410642122E-04 , 4.879946113E-01 
 1.410665578E-04 , 4.979180694E-01 
 1.410684381E-04 , 5.002096891E-01 
 1.410730777E-04 , 4.993852377E-01 
 1.410799689E-04 , 5.006581545E-01 
 1.410893895E-04 , 4.999950528E-01 
 1.411001962E-04 , 5.005308986E-01 
 1.411123258E-04 , 4.999428689E-01 
 1.411365851E-04 , 5.209519267E-01 
 1.411545220E-04 , 3.195796534E-02 
 1.411626719E-04 ,-4.956956953E-03 
 1.411711027E-04 , 5.497956648E-03 
 1.411817737E-04 ,-4.450497683E-03 
 1.411916288E-04 , 4.595226143E-03 
 1.412054035E-04 ,-4.090987612E-03 
 1.412213567E-04 , 4.000815563E-03 
 1.412405106E-04 ,-3.658030415E-03 
 1.412646352E-04 , 3.822006285E-03 
 1.412720250E-04 , 9.357526869E-05 
 1.412842094E-04 ,-8.894225175E-05 
 1.413092836E-04 , 6.665421824E-05 
 1.413415620E-04 ,-8.797355258E-05 
 1.413673848E-04 ,-2.564401075E-05 
 1.414500175E-04 ,-2.479154318E-05 
 1.416533136E-04 ,-2.568567470E-05 
 1.420933778E-04 ,-2.483794742E-05 
 1.424338210E-04 ,-2.526983008E-05 
 1.428169054E-04 ,-2.526664866E-05 
 1.436836285E-04 ,-2.524745651E-05 
 1.444453822E-04 ,-2.523085459E-05 
 1.460358702E-04 ,-2.514760672E-05 
 1.469651873E-04 ,-2.485492223E-05 
 1.472707730E-04 ,-2.458708332E-05 
 1.475373266E-04 ,-2.415668678E-05 
 1.477505694E-04 ,-2.368746027E-05 
 1.478716418E-04 ,-2.291343662E-05 
 1.479684997E-04 ,-2.121708530E-05 
 1.480357674E-04 ,-1.719220018E-05 
 1.480829243E-04 , 1.360553415E-05 
 1.481024056E-04 , 3.586144521E-05 
 1.481647459E-04 ,-1.092888974E-02 
 1.481733781E-04 , 4.816941544E-02 
 1.481783287E-04 , 1.852833182E-01 
 1.481882214E-04 , 4.945621192E-01 
 1.481950055E-04 , 5.034334064E-01 
 1.482008021E-04 , 4.965700805E-01 
 1.482071765E-04 , 5.018234253E-01 
 1.482170466E-04 , 4.980786741E-01 
 1.482283830E-04 , 5.016550422E-01 
 1.482427238E-04 , 4.984441996E-01 
 1.482558025E-04 , 5.024795532E-01 
 1.482617516E-04 , 5.014752150E-01 
 1.482661422E-04 , 5.019920468E-01 
 1.482801921E-04 , 5.099242926E-01 
 1.482945559E-04 , 2.924531512E-02 
 1.483024652E-04 ,-9.044012986E-03 
 1.483089206E-04 , 1.090934221E-02 
 1.483111632E-04 , 8.425110136E-04 
 1.483132581E-04 ,-5.782647058E-04 
 1.483144692E-04 ,-8.606528718E-05 
 1.483178855E-04 , 4.764670666E-05 
 1.483245981E-04 ,-5.584764585E-05 
 1.483387189E-04 , 1.744191286E-05 
 1.483773527E-04 ,-7.221417764E-05 
 1.484195805E-04 , 4.642588101E-05 
 1.484838223E-04 ,-2.031810436E-04 
 1.485893476E-04 ,-1.648201287E-04 
 1.488003654E-04 ,-5.139998029E-05 
 1.490710484E-04 , 4.346560308E-05 
 1.494400810E-04 ,-1.074051615E-04 
 1.495583580E-04 ,-3.999874389E-05 
 1.499130650E-04 ,-3.982672570E-05 
 1.505837771E-04 ,-4.003642607E-05 
 1.518191417E-04 ,-3.980644760E-05 
 1.532755009E-04 ,-3.957603258E-05 
 1.542665017E-04 ,-3.683785326E-05 
 1.545858053E-04 ,-3.328887396E-05 
 1.548134965E-04 ,-4.121204620E-05 
 1.549956495E-04 ,-4.049418203E-05 
 1.551001392E-04 ,-3.927109719E-05 
 1.551837310E-04 ,-3.471135278E-05 
 1.552234449E-04 ,-2.464417776E-05 
 1.552552160E-04 , 3.490686140E-05 
 1.552697301E-04 , 7.104557153E-05 
 1.553161751E-04 ,-6.505043129E-04 
 1.553249164E-04 ,-6.185769103E-03 
 1.553298205E-04 ,-1.015220582E-02 
 1.553337438E-04 ,-3.462215653E-03 
 1.553362580E-04 , 1.231674943E-02 
 1.553431953E-04 , 3.876443207E-01 
 1.553470362E-04 , 5.081030726E-01 
 1.553502799E-04 , 4.934232235E-01 
 1.553547174E-04 , 5.037105083E-01 
 1.553580055E-04 , 4.967094362E-01 
 1.553631708E-04 , 5.016334653E-01 
 1.553694903E-04 , 4.979627430E-01 
 1.553776635E-04 , 5.013862252E-01 
 1.553878009E-04 , 4.988252819E-01 
 1.553996422E-04 , 5.010421872E-01 
 1.554124198E-04 , 4.990796745E-01 
 1.554188086E-04 , 5.004601479E-01 
 1.554240295E-04 , 5.012461543E-01 
 1.554407366E-04 , 5.109359622E-01 
 1.554542736E-04 , 7.967496663E-02 
 1.554626971E-04 ,-7.131114602E-03 
 1.554697204E-04 , 8.089654148E-03 
 1.554732320E-04 , 3.144653165E-04 
 1.554762643E-04 ,-3.645369143E-04 
 1.554832923E-04 , 1.823154598E-04 
 1.554929879E-04 ,-2.839953522E-04 
 1.554983112E-04 ,-1.238732511E-05 
 1.555104997E-04 , 5.563423201E-06 
 1.555402265E-04 ,-1.141119810E-05 
 1.556079332E-04 , 4.320274002E-06 
 1.556829119E-04 ,-9.701358977E-06 
 1.558329669E-04 ,-2.519824375E-05 
 1.560512606E-04 ,-1.338763541E-04 
 1.563714826E-04 ,-7.759139407E-06 
 1.567714510E-04 ,-1.251769936E-05 
 1.569091172E-04 ,-4.910011739E-07 
 1.572786289E-04 ,-4.457459681E-07 
 1.579976957E-04 ,-4.532924152E-07 
 1.592154679E-04 ,-3.981114105E-07 
 1.604867790E-04 ,-4.819938795E-07 
 1.614587083E-04 ,-9.169748978E-07 
 1.617379028E-04 ,-1.367986783E-06 
 1.619928965E-04 , 6.295086763E-08 
 1.621203933E-04 , 4.930267323E-07 
 1.622782169E-04 , 1.402255407E-06 
 1.623887952E-04 , 3.683446721E-06 
 1.624389516E-04 , 6.636424587E-06 
 1.624790767E-04 , 2.480170588E-05 
 1.624939361E-04 , 3.209571878E-05 
 1.625414864E-04 ,-6.131201982E-03 
 1.625491368E-04 ,-8.588226512E-03 
 1.625535721E-04 , 3.799124854E-03 
 1.625571203E-04 , 1.277822256E-01 
 1.625580964E-04 , 1.695678830E-01 
 1.625612197E-04 , 3.993164301E-01 
 1.625641165E-04 , 5.048834682E-01 
 1.625662288E-04 , 4.965818524E-01 
 1.625704532E-04 , 5.014324188E-01 
 1.625731300E-04 , 4.983235002E-01 
 1.625783894E-04 , 5.003647208E-01 
 1.625858938E-04 , 4.988832176E-01 
 1.625964617E-04 , 5.007255077E-01 
 1.626074943E-04 , 4.994585514E-01 
 1.626212354E-04 , 5.005275011E-01 
 1.626346186E-04 , 4.997715354E-01 
 1.626592129E-04 , 5.300008059E-01 
 1.626768008E-04 , 1.704842597E-02 
 1.626878695E-04 ,-1.707535121E-03 
 1.626938968E-04 , 1.446231152E-03 
 1.627030662E-04 ,-1.344623393E-03 
 1.627168596E-04 , 1.296389382E-03 
 1.627360120E-04 ,-1.203618129E-03 
 1.627432962E-04 ,-5.432847684E-05 
 1.627578647E-04 , 1.167599748E-06 
 1.627926459E-04 ,-1.977786305E-04 
 1.628460218E-04 , 2.225971366E-05 
 1.630168246E-04 ,-2.490642510E-05 
 1.632129269E-04 , 2.195757952E-05 
 1.635168240E-04 ,-1.207943496E-04 
 1.638677349E-04 , 1.802677434E-05 
 1.644084781E-04 ,-5.194812911E-05 
 1.645752921E-04 ,-6.261879207E-06 
 1.649982967E-04 ,-6.149835826E-06 
 1.658963159E-04 ,-6.228880920E-06 
 1.669165457E-04 ,-6.099824986E-06 
 1.678957053E-04 ,-6.126553671E-06 
 1.688591290E-04 ,-5.660449460E-06 
 1.690605839E-04 ,-5.436103493E-06 
 1.693260319E-04 ,-4.820309641E-06 
 1.694927826E-04 ,-3.391918426E-06 
 1.695830536E-04 ,-1.354345272E-06 
 1.696501663E-04 , 1.788254303E-05 
 1.696710629E-04 , 2.917693018E-05 
 1.697379321E-04 , 1.097056195E-01 
 1.697715285E-04 , 4.926636815E-01 
 1.697791570E-04 , 4.992611408E-01 
 1.697830330E-04 , 4.998565316E-01 
 1.697954361E-04 , 4.998732805E-01 
 1.698055004E-04 , 5.001654029E-01 
 1.698174344E-04 , 4.998848140E-01 
 1.698306106E-04 , 5.011962652E-01 
 1.698497648E-04 , 5.106863976E-01 
 1.698540210E-04 , 5.108998418E-01 
 1.698574767E-04 , 4.974633455E-01 
 1.698674971E-04 , 3.334641457E-02 
 1.698724822E-04 ,-1.094248891E-02 
 1.698764007E-04 , 1.120711770E-02 
 1.698782489E-04 , 1.028425642E-03 
 1.698796559E-04 ,-5.866790889E-04 
 1.698830863E-04 , 2.986695326E-04 
 1.698879810E-04 ,-4.357236030E-04 
 1.698960625E-04 , 3.056997084E-04 
 1.699122256E-04 ,-4.021941277E-04 
 1.699402797E-04 , 1.646653982E-04 
 1.699813373E-04 ,-3.859963908E-04 
 1.700388100E-04 , 3.688990837E-04 
 1.701456390E-04 ,-3.709467419E-04 
 1.703221435E-04 , 3.624242963E-04 
 1.703830409E-04 ,-4.239540795E-05 
 1.705048357E-04 ,-4.473312583E-05 
 1.708503466E-04 ,-2.466302931E-06 
 1.712296525E-04 ,-4.761618584E-06 
 1.718957018E-04 ,-1.448904823E-05 
 1.723953011E-04 ,-1.448957573E-05 
 1.739843204E-04 ,-1.442372468E-05 
 1.752142332E-04 ,-1.416790928E-05 
 1.762759864E-04 ,-1.362781586E-05 
 1.765110216E-04 ,-1.208432059E-05 
 1.766374945E-04 ,-8.922769666E-06 
 1.767007309E-04 , 2.467880222E-05 
 1.767226164E-04 , 4.500738942E-05 
 1.767401248E-04 , 6.078822480E-05 
 1.767514671E-04 , 1.390954094E-05 
 1.767862793E-04 ,-1.357241068E-02 
 1.768054832E-04 , 4.690399468E-01 
 1.768088766E-04 , 4.958604872E-01 
 1.768111182E-04 , 5.004931688E-01 
 1.768182912E-04 , 4.987317324E-01 
 1.768249734E-04 , 5.003648996E-01 
 1.768351487E-04 , 4.993906617E-01 
 1.768463224E-04 , 5.007218719E-01 
 1.768596141E-04 , 4.995495081E-01 
 1.768727952E-04 , 5.021504164E-01 
 1.768934360E-04 , 4.904688299E-01 
 1.768978012E-04 , 4.414674938E-01 
 1.769008021E-04 , 3.622294366E-01 
 1.769075937E-04 , 1.636408642E-02 
 1.769155099E-04 ,-8.802841417E-03 
 1.769193458E-04 , 8.878100663E-03 
 1.769244388E-04 ,-6.503411569E-03 
 1.769303299E-04 , 6.465331186E-03 
 1.769362191E-04 ,-5.321890581E-03 
 1.769434206E-04 , 5.073298234E-03 
 1.769516818E-04 ,-4.265488125E-03 
 1.769613908E-04 , 4.264142830E-03 
 1.769732457E-04 ,-3.816356882E-03 
 1.769876430E-04 , 3.784486093E-03 
 1.770053908E-04 ,-3.440556116E-03 
 1.770274839E-04 , 3.498961218E-03 
 1.770343995E-04 , 1.441481163E-05 
 1.770460631E-04 ,-1.548859145E-04 
 1.770700088E-04 , 7.283294690E-05 
 1.771012562E-04 ,-8.287130186E-05 
 1.771262542E-04 ,-1.387181692E-05 
 1.772062475E-04 ,-1.288905787E-05 
 1.774134606E-04 ,-1.387852626E-05 
 1.778276353E-04 ,-1.290122054E-05 
 1.781806169E-04 ,-1.387331304E-05 
 1.787104400E-04 ,-1.288858948E-05 
