#format table ## [Custom WaveView] saved 04:37:16 Wed Sep 24 2025
TIME ,ap 
 1.793574762E-04 ,-1.384621828E-05 
 1.804562944E-04 ,-3.576844847E-06 
 1.814689296E-04 ,-3.537104249E-06 
 1.824503058E-04 ,-3.432581934E-06 
 1.827674318E-04 ,-3.336286682E-06 
 1.830937576E-04 ,-3.171518074E-06 
 1.832569206E-04 ,-3.049186034E-06 
 1.834721043E-04 ,-2.332926897E-06 
 1.836442512E-04 ,-9.967268397E-07 
 1.837321750E-04 , 5.632616080E-07 
 1.838025141E-04 , 9.396872883E-06 
 1.838260416E-04 , 1.653544859E-05 
 1.838448636E-04 , 4.059525236E-05 
 1.838569257E-04 , 5.349106141E-05 
 1.838955247E-04 ,-2.288445598E-03 
 1.839019409E-04 ,-7.655121386E-03 
 1.839062791E-04 ,-1.123925205E-02 
 1.839097497E-04 ,-1.255480805E-03 
 1.839124224E-04 , 2.413100563E-02 
 1.839191512E-04 , 4.085685909E-01 
 1.839230536E-04 , 5.108718276E-01 
 1.839261841E-04 , 4.910849333E-01 
 1.839314650E-04 , 5.057137609E-01 
 1.839348759E-04 , 4.955522418E-01 
 1.839398765E-04 , 5.025298595E-01 
 1.839458523E-04 , 4.973296225E-01 
 1.839529970E-04 , 5.018895864E-01 
 1.839629538E-04 , 4.984002113E-01 
 1.839738915E-04 , 5.014407635E-01 
 1.839868088E-04 , 4.987298846E-01 
 1.839925826E-04 , 5.002912879E-01 
 1.839982221E-04 , 5.010695457E-01 
 1.840162686E-04 , 5.110831857E-01 
 1.840301158E-04 , 6.010665745E-02 
 1.840387952E-04 ,-7.994432934E-03 
 1.840458379E-04 , 9.500790387E-03 
 1.840485216E-04 , 6.007137708E-04 
 1.840510577E-04 ,-4.567795550E-04 
 1.840525064E-04 ,-5.510385381E-05 
 1.840571423E-04 , 3.162116627E-05 
 1.840661592E-04 ,-3.787470268E-05 
 1.840851273E-04 , 3.952423140E-05 
 1.841220944E-04 ,-3.516026254E-06 
 1.841678743E-04 , 9.376209346E-05 
 1.842408796E-04 ,-5.437154869E-06 
 1.843862926E-04 ,-2.311925637E-04 
 1.846073182E-04 ,-6.160534394E-05 
 1.849099021E-04 ,-4.814792192E-06 
 1.850072518E-04 , 7.666880265E-05 
 1.853096188E-04 , 7.713939704E-05 
 1.858671743E-04 , 7.684395678E-05 
 1.867998220E-04 ,-1.422429486E-04 
 1.878745688E-04 ,-1.855441224E-04 
 1.891791797E-04 ,-2.574888349E-04 
 1.901284236E-04 ,-1.189119212E-04 
 1.903643854E-04 ,-1.135408093E-04 
 1.906187095E-04 ,-1.135805724E-04 
 1.907458716E-04 ,-1.125363415E-04 
 1.908808443E-04 ,-1.108121869E-04 
 1.909483307E-04 ,-1.080861184E-04 
 1.910029727E-04 ,-9.774704813E-05 
 1.910387155E-04 ,-3.278229269E-05 
 1.910549017E-04 , 9.388878425E-06 
 1.911066974E-04 ,-3.889839631E-03 
 1.911150323E-04 ,-8.726089261E-03 
 1.911197423E-04 ,-2.280378249E-03 
 1.911235103E-04 , 1.015381739E-01 
 1.911246234E-04 , 1.410352439E-01 
 1.911281855E-04 , 3.917836547E-01 
 1.911311696E-04 , 5.043933392E-01 
 1.911334135E-04 , 4.967463315E-01 
 1.911372441E-04 , 5.015486479E-01 
 1.911399262E-04 , 4.985286295E-01 
 1.911451428E-04 , 5.001950860E-01 
 1.911524724E-04 , 4.990389943E-01 
 1.911632922E-04 , 5.005902648E-01 
 1.911744186E-04 , 4.995858669E-01 
 1.911886117E-04 , 5.004436970E-01 
 1.912021051E-04 , 4.999392033E-01 
 1.912273340E-04 , 5.234928131E-01 
 1.912450646E-04 , 1.495763008E-02 
 1.912563941E-04 ,-8.607469499E-03 
 1.912649331E-04 , 1.027842518E-02 
 1.912748989E-04 ,-7.612633519E-03 
 1.912857307E-04 , 8.564137854E-03 
 1.912970040E-04 ,-6.756960414E-03 
 1.913097211E-04 , 7.462625857E-03 
 1.913237517E-04 ,-6.107754540E-03 
 1.913276752E-04 ,-2.792729065E-04 
 1.913329745E-04 , 2.382282255E-04 
 1.913443877E-04 ,-2.241602924E-04 
 1.913582622E-04 , 2.119930723E-04 
 1.913860112E-04 ,-5.201566182E-06 
 1.914318835E-04 ,-1.756359234E-05 
 1.915473744E-04 ,-7.969892613E-05 
 1.917804579E-04 ,-1.299495943E-05 
 1.920646532E-04 , 5.137118819E-07 
 1.924433252E-04 ,-9.064524056E-05 
 1.929308236E-04 ,-2.465757643E-05 
 1.936279286E-04 ,-1.942083181E-04 
 1.938534462E-04 ,-5.401163889E-06 
 1.942636315E-04 ,-5.093844266E-06 
 1.954574506E-04 ,-5.351200343E-06 
 1.962331133E-04 ,-4.978998277E-06 
 1.972220042E-04 ,-4.800424449E-06 
 1.974409103E-04 ,-4.372596777E-06 
 1.977539264E-04 ,-4.344215995E-06 
 1.979418089E-04 ,-3.634828317E-06 
 1.980659260E-04 ,-2.700367531E-06 
 1.981652197E-04 ,-1.318588687E-07 
 1.982116435E-04 , 4.135668405E-06 
 1.982487825E-04 , 3.154682781E-05 
 1.982639248E-04 , 4.622659253E-05 
 1.983123799E-04 ,-1.645001699E-03 
 1.983208380E-04 ,-8.461818099E-03 
 1.983255496E-04 ,-1.014758460E-02 
 1.983293188E-04 , 2.888824604E-02 
 1.983310622E-04 , 5.980493128E-02 
 1.983366409E-04 , 4.052809775E-01 
 1.983401566E-04 , 5.092842579E-01 
 1.983429057E-04 , 4.929597080E-01 
 1.983475923E-04 , 5.041321516E-01 
 1.983506889E-04 , 4.965890050E-01 
 1.983555032E-04 , 5.016567111E-01 
 1.983615279E-04 , 4.979311824E-01 
 1.983690835E-04 , 5.013470054E-01 
 1.983786258E-04 , 4.988704324E-01 
 1.983914182E-04 , 5.009834766E-01 
 1.984034963E-04 , 4.991401732E-01 
 1.984095354E-04 , 5.002963543E-01 
 1.984152757E-04 , 5.009500980E-01 
 1.984336449E-04 , 5.119587183E-01 
 1.984475711E-04 , 6.398583949E-02 
 1.984563531E-04 ,-7.788756862E-03 
 1.984634999E-04 , 9.231647477E-03 
 1.984662919E-04 , 5.551872309E-04 
 1.984689228E-04 ,-4.328707291E-04 
 1.984704305E-04 ,-5.102740761E-05 
 1.984752554E-04 , 2.813199717E-05 
 1.984847945E-04 ,-3.421591100E-05 
 1.985049123E-04 , 3.684329931E-05 
 1.985423942E-04 ,-1.363716819E-05 
 1.985899142E-04 , 9.211879660E-05 
 1.986652822E-04 ,-4.937226549E-06 
 1.988236877E-04 ,-9.256403428E-05 
 1.990463197E-04 ,-4.839810208E-05 
 1.993592622E-04 ,-4.889057436E-06 
 1.994579185E-04 , 5.833117029E-05 
 1.997681725E-04 , 5.870875248E-05 
 2.000000000E-04 , 5.842094470E-05 
